code|description|ncm|cest|icms_aliquota|icms_cst|cbenef|icms_aliquota_reduzida|cfop|protege|piscofins_cst|pis_aliquota|cofins_aliquota|barcode|naturezareceita|sequencial|estado_origem|estado_destino
304683|CURATIVOS BAND-AID TRANSPARENTE C 10UN|30051050|1301100|17|0||17.0|5102|0|01|1.65|7.6|7891010504779|0|0||
304684|CURATIVOS BAND-AID TRANSPARENTE UN|30051050||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304685|CURATIVOS SALVELOX C 10UN|30051050||17|0||17.0|5102|0|01|1.65|7.6|7896004816678|0|0||
304686|CURATIVOS SALVELOX TRADICIONAL 35UND|30051050||17|0||17.0|5102|0|01|1.65|7.6|7896004816661|0|0||
304687|CURRY BRASIL 70G|09109900||17|0||17.0|5102|0|01|1.65|7.6|7896165733173|0|0||
304688|CUSCUZEIRA  ALUMINIOS RAMOS  10 LTS  UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7896444605306|0|0||
304689|CUSCUZEIRA  ALUMINIOS SILVA  FOME ZERO   UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|789851558549|0|0||
304690|CUSCUZEIRA  ALUMINIOS SILVA N 14  UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7898515581175|0|0||
304691|CUSCUZEIRA  ALUMINIOS SILVA N 16  UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7898515580147|0|0||
304692|CUSCUZEIRA  ALUMINIOS SILVA N 18  UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7898515580154|0|0||
304693|CUSCUZEIRA FOME 0|76011000||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304694|CUSCUZEIRA N 14|76011000||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304695|CUSCUZEIRA N 16|76011000||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304696|CUSCUZEIRA N 18|76011000||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304697|CUSCUZEIRO FOME O ALUMINIOS SILVA  UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7898515588549|0|0||
304698|CUSCUZEIRO WATANABE  FOME ZERO UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7897406904147|0|0||
304699|CUSCUZEIRO WATANABE  N 14 UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7897406901023|0|0||
304700|CUSCUZEIRO WATANABE  N 16 UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7897406901139|0|0||
304701|CUSCUZEIRO WATANABE  N 18 UN|76151900||17|0||17.0|5102|0|01|1.65|7.6|7897406902976|0|0||
304702|CX ENERGETICO RED BULL 4X1 250ML|22029900|0000000|0|60||0.0|5405|0|04|0.0|0.0|9002490100490|0|0||
304703|CYNAR APERITIVO ALCACHOFRA   900ML|22084000||27|0||27.0|5102|0|01|1.65|7.6|7891136065208|0|0||
784510|DA DOVE 150ML FEM CLINICAL ORIG CLEAN UN|33072010||19|0||19.0|5102|0|04|0.0|0.0|7891150073098|0|0||
784511|DA DOVE 150ML MASC CLINICAL CUID TOTAL UN|33072010||19|0||19.0|5102|0|04|0.0|0.0|7891150073081|0|0||
784728|DA NIVEA 150ML MASC DEEP CARVAO ORIGINAL UN|33053000|0000000|19|0||19.0|5102|0|04|0.0|0.0||0|0||
784729|DA NIVEA 90GR FEM CLINICAL DERMA PROTECT UN|33072010||19|0||19.0|5102|0|04|0.0|0.0|4005900950925|0|0||
304704|DA REXONA 90GR FEM ANITTA BANG|33072010||19|0||19.0|5102|0|04|0.0|0.0|7891150071254|0|0||
304705|DANONE ACTIMEL LACTOBACILOS MORANGO 100GR|04039000||17|0||17.0|5102|0|06|0.0|0.0|7891025113447|0|0||
304706|DD GILLETTE CLEAR GEL COOL WAVE MINI 45GR|33072090|2003000|19|0||19.0|5102|0|04|0.0|0.0|7500435129947|0|0||
304707|DEDINHO BOVINO  KG|02013000||12|0||12.0|5102|0|06|0.0|0.0|840|0|0||
304708|DENTADURA CONEXO FESTAS 10UN|95044000|0000000|17|0||17.0|5102|0|01|1.65|7.6|7899676900423|0|0||
304709|DENTADURA CONEXO FESTAS VAMPIRO 06 UN|95044000|0000000|17|0||17.0|5102|0|01|1.65|7.6|7899676917452|0|0||
7898185410263|DENTAL CLEAN PASSA FIO|33061000|0000000|19|20|GO821019|7.0|5102|0|06|0.0|0.0||0|0||
304500|DENTAL CLEAN PASSA FRIO|33061000|0000000|19|20|GO821019|7.0|5102|0|06|0.0|0.0|7891150061736|0|0||
304710|DES CR TABU FLORES 55GR UN0001|33072090||19|0||19.0|5102|0|04|0.0|0.0|7896049508521|0|0||
304711|DES CR TABU ROMANCE 55GR UN0001|33072090||19|0||19.0|5102|0|04|0.0|0.0|7896049508538|0|0||
304712|DES CR TABU SEGREDOS 55GR UN0001|33072090||19|0||19.0|5102|0|04|0.0|0.0|7896049508545|0|0||
784013|DES. AERESOL BOZZANO CLINICAL ULTRA COOL150 ML|33053000|0000000|19|0||19.0|5102|0|04|0.0|0.0|7891350038620|0|0||
784014|DES. AEROSOL BOZZANO CLINICAL CLEAN 150 ML|33053000|0000000|19|0||19.0|5102|0|04|0.0|0.0|7891350038613|0|0||
784350|DES. ROLLON REX POP COMPACT FEM BAMBOO E ALOE 30ML|33053000|0000000|19|0||19.0|5102|0|04|0.0|0.0|75063559|0|0||
304713|DESCASCADOR  4 EM 1   UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7893657016639|0|0||
304714|DESCASCADOR  5  EM 1   UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7893657016646|0|0||
304715|DESCASCADOR  E FATIADOR  UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7893657004605|0|0||
304716|DESCASCADOR  MULTIUSO   UN|39249000|0801000|17|0||17.0|5102|0|01|1.65|7.6|7893657008368|0|0||
304717|DESCASCADOR  MULTIUSO VERTICAL   UN|39249000|0801000|17|0||17.0|5102|0|01|1.65|7.6|7893657013720|0|0||
304718|DESCASCADOR 10 EM 1 AUT.ASA UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7893657016653|0|0||
304719|DESCOLORANTE FARMAX SUNLESS 50G 50GR|33051000|0000000|19|0||19.0|5102|0|04|0.0|0.0|7896902207042|0|0||
304720|DESCOLORANTE PO DOURA PELOS SUNLESS 12X20GR|33051000|0000000|19|0||19.0|5102|0|04|0.0|0.0||0|0||
304721|DESCOLORANTE PO SUNLES DOURA PELOS 20G|33051000|0000000|19|0||19.0|5102|0|04|0.0|0.0|7896902206540|0|0||
304722|DESENGORDURANTE CIF POWER SPRAY 500ML.|34022000||17|0||17.0|5102|0|01|1.65|7.6|7891038220309|0|0||
304723|DESENGORDURANTE KI-JOIA  500ML|34022000||17|0||17.0|5102|0|01|1.65|7.6|7896061501937|0|0||
304724|DESENGORDURANTE MR MUSCULO LARANJA 500ML|34022000||17|0||17.0|5102|0|01|1.65|7.6|7894650001707|0|0||
304725|DESENGORDURANTE MULTIUSO INGLEZA 500 ML|34022000||17|0||17.0|5102|0|01|1.65|7.6|7891242320918|0|0||
304726|DESENGORDURANTE START AZULIM LIMAO 550ML|34022000||17|0||17.0|5102|0|01|1.65|7.6|7897534819399|0|0||
304727|DESENGORDURANTE VEJA C  EXTRATO DE LIMAO 500ML|34022000||17|0||17.0|5102|0|01|1.65|7.6|7891035215605|0|0||
304728|DESENGORDURANTE VEJA SQZ LIMAO 500ML|34022000|1100700|17|0||17.0|5102|0|01|1.65|7.6|7891035800245|0|0||
304729|DESENGORDURANTE ZUPP TRADICIONAL 5L|34022000||17|0||17.0|5102|0|01|1.65|7.6|7896360407411|0|0||
304730|DESENTUPIDOR DE PIAS E RALOS 300G|34021190||17|0||17.0|5102|0|01|1.65|7.6|7897323600542|0|0||
304731|DESENTUPIDOR DIABO VERDE 300G|34021190|1100600|17|0||17.0|5102|0|01|1.65|7.6|7896495000129|0|0||
304732|DESENTUPIDOR P PIA ASA BRASIL  UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7893657007163|0|0||
304733|DESENTUPIDOR P PIA BORRACHA  UN|39249000|1400500|17|0||17.0|5102|0|01|1.65|7.6|7893657001574|0|0||
304734|DESENTUPIDOR P PIA SANFONADO  UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7898111480285|0|0||
304735|DESENTUPIDOR VARREMASTER DE W.C UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7898095490263|0|0||
304736|DESENTUPIDOR VARREMASTER P PIA UN|39249000||17|0||17.0|5102|0|01|1.65|7.6|7898095490270|0|0||
304737|DESINF KALIPTO LAVANDA 6X2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304738|DESINF KI-JOIA LAVANDA 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506123|0|0||
783495|DESINF OMO 500ML ALTA PERFORMANCE|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891150081598|0|0||
304739|DESINF PASTILHA ADES SANIT INSPIRA LAVANDA 24X4|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304740|DESINF PINHO BRIL B D MAR 12X500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304741|DESINF PINHO BRIL SILVESTRE 12X1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
783915|DESINF PINHO PLUS POLITR GL ALFAZEMA|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
783916|DESINF PINHO PLUS POLITR GL FLORAL|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
784061|DESINF PINHO PLUS POLITR GL GARDENIA|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
784062|DESINF PINHO PLUS POLITR GL LIMAO|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
784240|DESINF PINHO PLUS POLITR GL ORQUIDEA|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
784676|DESINF PINHO PLUS POLITR GL PINHO|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
784191|DESINF PINHO PLUS POLITRIZ ALFAZEMA|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304742|DESINF PINHO SOL LAVANDA 12X1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304743|DESINF PINHO SOL ORIGINAL 12X1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304744|DESINF PINHO SOL ORIGINAL 12X500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304745|DESINF POLITRIZ CLASSIC 12X500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
783231|DESINF POLITRIZ LIMAO 1750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304746|DESINF YPE BAK LAVANDA 06X2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304747|DESINF YPE BAK LAVANDA 12X500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
783427|DESINF YPE BAK LAVANDA 5LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304748|DESINF ZUPP FLORES TROPICAIS 6X2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304749|DESINF. AZULIM 12X1L MARINER|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7897534826168|0|0||
304750|DESINF. BAK YPE FLORAL 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903681|0|0||
304751|DESINF. BOMBRIL PINHO BRIL BRISA DO MAR 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022101478|0|0||
304752|DESINF. BOMBRIL PINHO BRIL BRISA DO MAR 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022854787|0|0||
304753|DESINF. BOMBRIL PINHO BRIL BRISAS DO MAR 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022101492|0|0||
304754|DESINF. BOMBRIL PINHO BRIL FLORES DE LIMAO 1L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022100334|0|0||
304755|DESINF. BOMBRIL PINHO BRIL FLORES DE LIMAO 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022100280|0|0||
304756|DESINF. BOMBRIL PINHO BRIL LAVANDA 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022101096|0|0||
304757|DESINF. BOMBRIL PINHO BRIL LAVANDA 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022100990|0|0||
304758|DESINF. BOMBRIL PINHO BRIL LAVANDA PG 450 LV 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022854336|0|0||
304759|DESINF. BOMBRIL PINHO BRIL PLUS 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022080025|0|0||
304760|DESINF. BOMBRIL PINHO BRIL SILVESTRE 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022080049|0|0||
304761|DESINF. BOMBRIL PINHO BRIL SILVESTRE 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891022854244|0|0||
304762|DESINF. KI JOIA EUCALIPTO 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061505188|0|0||
304763|DESINF. KI JOIA EUCALIPTO 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506116|0|0||
304764|DESINF. KI JOIA FLORAL 2L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061500084|0|0||
304765|DESINF. KI JOIA FLORAL 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506130|0|0||
304767|DESINF. KI JOIA LAVANDA 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061505171|0|0||
304766|DESINF. KI JOIA LAVANDA TRANSP. 2L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061500060|0|0||
304768|DESINF. KI JOIA LIMAO 2L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061503344|0|0||
304769|DESINF. KI JOIA NATUREZA 2L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061503337|0|0||
304770|DESINF. KI JOIA PINHO 2L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061524110|0|0||
304771|DESINF. KI JOIA PINHO 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506154|0|0||
304772|DESINF. KI JOIA USO GERAL FL. LEITOSO 2L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061505164|0|0||
304773|DESINF. LYSOFORM BRUTO ORIGINAL 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7897000800456|0|0||
304774|DESINF. LYSOFORM LAVANDA   1L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7894650014202|0|0||
304775|DESINF. PATO LIMPEZA PROF GEL MARINE LV750ML PG500|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7894650182208|0|0||
304776|DESINF. PATO LIMPEZA PROFUNDA GEL  LAVANDA 750 ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7894650938683|0|0||
304777|DESINF. PINHO SOL LAVANDA USO GERAL 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891024193006|0|0||
304778|DESINF. PINHO SOL LIMAO 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891024195307|0|0||
304779|DESINF. PINHO SOL ORIGINAL 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891024194607|0|0||
304780|DESINF. PINHO SOL ORIGINAL 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7891024194102|0|0||
304781|DESINF. POLITRIZ CLASSIC 175L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896440501565|0|0||
304782|DESINF. POLITRIZ EUCALIPTO 175L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896440501800|0|0||
304783|DESINF. POLITRIZ LAVANDA 175L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896440501862|0|0||
304784|DESINF. POLITRIZ MARINE 175L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896440501923|0|0||
304785|DESINF. PROEZA BACTERICIDA EUCALIPTO 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7898113010657|0|0||
304786|DESINF. PROEZA BACTERICIDA LAVANDA 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7898113010664|0|0||
304787|DESINF. PROEZA BACTERICIDA SILVESTRE 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7898113013085|0|0||
304794|DESINF. YPE BAK  LAVANDA 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903698|0|0||
304788|DESINF. YPE BAK EUCALIPTO 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903605|0|0||
304789|DESINF. YPE BAK FLORAL 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903612|0|0||
304790|DESINF. YPE BAK LAVANDA 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903629|0|0||
304791|DESINF. YPE BAK LEIT. TURQUESA 12X500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304792|DESINF. YPE BAK LEITOSO EUCALIP 12X500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|6789609890360|0|0||
304793|DESINF. YPE EUCALIPTO 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903674|0|0||
304795|DESINF. YPE PINHO TRADICAO 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098900604|0|0||
4144|DESINF. ZUPP CHA DE FRESCOR 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6||0|0||
304796|DESINF. ZUPP ERVA DOCE 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400405|0|0||
304797|DESINF. ZUPP EUCALIPTO 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400368|0|0||
304798|DESINF. ZUPP EUCALIPTO 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400887|0|0||
304799|DESINF. ZUPP FLORES TROPICAIS 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400382|0|0||
304800|DESINF. ZUPP FLORES TROPICAIS 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360405295|0|0||
304801|DESINF. ZUPP JASMIM 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400122|0|0||
304802|DESINF. ZUPP LAVANDA 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400528|0|0||
304803|DESINF. ZUPP LAVANDA 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400399|0|0||
304804|DESINF. ZUPP LAVANDA 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400351|0|0||
304805|DESINF. ZUPP LAVANDA 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400139|0|0||
304806|DESINF. ZUPP MARINE 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400597|0|0||
304807|DESINF. ZUPP MARINE 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400474|0|0||
304808|DESINF. ZUPP MARINE 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360405417|0|0||
304809|DESINF. ZUPP PINHO 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400535|0|0||
304810|DESINF. ZUPP PINHO 750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400115|0|0||
304811|DESINF. ZUPP PINHO HERBAL 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400375|0|0||
783349|DESINF. ZUPP PINHO TRADICIONAL 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400153|0|0||
304812|DESINF. ZUPP PINHO TRANS. 2LTS|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400504|0|0||
304813|DESINF.LIMPEZA PROFUNDA PATO PLANETA FRUTAS 750 ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7894650006726|0|0||
304814|DESINF.LISOFORM BRUTO 1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7897000800548|0|0||
304815|DESINF.LISOFORM ORIGINAL JOHNSON SPRAY 360 ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7894650937723|0|0||
304816|DESINFETANTE  MR MUSCULO BANHEIRO CLORO  400ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7894650012994|0|0||
304817|DESINFETANTE DEALL FLORAL 2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7898946765298|0|0||
304818|DESINFETANTE DEALL LAVANDA 2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7898946765304|0|0||
304819|DESINFETANTE DEALL MARINE 2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7898946765458|0|0||
304820|DESINFETANTE KI-JOIA FLORAL  1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506147|0|0||
304821|DESINFETANTE KI-JOIA LAVANDA  750ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506109|0|0||
304822|DESINFETANTE KI-JOIA LIMAO  1LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506161|0|0||
304823|DESINFETANTE KI-JOIA NATUREZA 750 ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896061506178|0|0||
304824|DESINFETANTE START  PARA HORTIFRUTICOLAS 350ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7897534836495|0|0||
304825|DESINFETANTE YPE BAK TURQUESA 500ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896098903636|0|0||
304826|DESINFETANTE ZUPP EUCALIPTO 5L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400344|0|0||
304827|DESINFETANTE ZUPP LAVANDA 5L|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360400511|0|0||
304828|DESINFETANTE ZUPP PARA HORTIFRUTICOLAS 300ML|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360402232|0|0||
304829|DESINFETANTEZUPP CITRONELA 2LT|38089419|0000000|19|20|GO821019|7.0|5102|0|01|1.65|7.6|7896360402676|0|0||
783167|DESO AER.L MONAN. CLINICAL REVIGORANTE 94GR|33072010||19|0||19.0|5102|0|04|0.0|0.0|7896235354222|0|0||
783166|DESO AEROSOL MONAN. CLINICAL CONFORTO 94GR|33072010||19|0||19.0|5102|0|04|0.0|0.0|7896235354215|0|0||
304830|DESOD AERO DOVE ORIG 87GR|33072010||19|0||19.0|5102|0|04|0.0|0.0||0|0||
304831|DESOD AERO REXONA FEM ACTIVE EMOT 90GR|33072010||19|0||19.0|5102|0|04|0.0|0.0||0|0||
304832|DESOD AERO REXONA FEM BAMBOO 90GR|33072010||19|0||19.0|5102|0|04|0.0|0.0||0|0||
304833|DESOD AERO REXONA FEM ERVA DOCE 90GR|33072010||19|0||19.0|5102|0|04|0.0|0.0||0|0||
304834|DESOD AERO REXONA MASC ACTIVE 90GR|33072010||19|0||19.0|5102|0|04|0.0|0.0||0|0||
304835|DESOD AERO REXONA MASC V8 90GR|33072010||19|0||19.0|5102|0|04|0.0|0.0||0|0||
304836|DESOD AEROSOL ABOVE CLINICAL NEYMAR JR TEEN BOY 15|33072010||19|0||19.0|5102|0|04|0.0|0.0|7899674035295|0|0||
304837|DESOD AEROSOL ABOVE CLINICAL NEYMAR JR TEEN GIRL 1|33072010||19|0||19.0|5102|0|04|0.0|0.0|7899674035318|0|0||
304838|DESOD AEROSOL ABOVE CLINICAL NEYMAR JR WOMEN 150ML|33072010||19|0||19.0|5102|0|04|0.0|0.0|7899674035332|0|0||
304839|DESOD AEROSOL ABOVE OCEAN 48H  150M|33072010||19|0||19.0|5102|0|04|0.0|0.0|7899674027481|0|0||
304840|DESOD AEROSOL AXE MUSK FOUGERE E BAUNILHA 90GR|33072010|0000000|19|0||19.0|5102|0|04|0.0|0.0|7891150080973|0|0||
783869|DESOD AUTO POLITRIZ SORTIDO 70ML|33072010||19|0||19.0|5102|0|04|0.0|0.0|7896440500896|0|0||
784411|DESOD BOM AR 12M CLICK SP AP+RF LAV UN/0001|33072010||19|0||19.0|5102|0|04|0.0|0.0|7891035539602|0|0||
304841|DESOD BOM AR AERO ROMANCE 360ML|33072010||19|0||19.0|5102|0|04|0.0|0.0|789103599113|0|0||
304842|DESOD DOVE AERO MEN LIMAO 150ML UN0001|33072010||19|0||19.0|5102|0|04|0.0|0.0|7891150084148|0|0||
304843|DESOD ROLL DOVE ORIGINAL 50ML|33072090||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304844|DESOD ROLL REXONA FEM POWDER 50ML|33072090||17|0||17.0|5102|0|01|1.65|7.6||0|0||
304845|DESOD ROLON REXONA MEN 50 ML|33072010||19|0||19.0|5102|0|04|0.0|0.0|75055714|0|0||
304846|DESOD. AERO BOZZANO EXTREME 72HRS 150ML|33072010||19|0||19.0|5102|0|04|0.0|0.0|7891350032857|0|0||
304847|DESOD. AEROSOL AXE APOLLO 150ML 96G|33072010||19|0||19.0|5102|0|04|0.0|0.0|7791293025896|0|0||
304848|DESOD. AEROSOL AXE BODY SPRAY APOLLO  150ML 96G|33072010|2002700|19|0||19.0|5102|0|04|0.0|0.0|7791293025780|0|0||
304849|DESOD. AEROSOL AXE MARINE  152ML 90G|33072010|2002800|19|0||19.0|5102|0|04|0.0|0.0|7891150080966|0|0||
304850|DESOD. AEROSOL AXE URBAN ADRENALINE 152ML 89G|33072010|2002800|19|0||19.0|5102|0|04|0.0|0.0|7506306233362|0|0||
304851|DESOD. AEROSOL AXE YOU 152ML 90GR|33072010||19|0||19.0|5102|0|04|0.0|0.0|7791293035161|0|0||
304852|DESOD. AEROSOL DOVE BEAUTY FINISH 89G 150ML|33072010||19|0||19.0|5102|0|04|0.0|0.0|7791293033235|0|0||
