code|await_sync_at|barcode_df|barcode_items_df|cbenef_df|cbenef_items_df|cest_df|cest_items_df|cfop_df|cfop_items_df|cofins_aliquota_df|cofins_aliquota_items_df|description_df|description_items_df|divergent_columns_df|estado_destino_df|estado_destino_items_df|estado_origem_df|estado_origem_items_df|icms_aliquota_df|icms_aliquota_items_df|icms_aliquota_reduzida_df|icms_aliquota_reduzida_items_df|icms_cst_df|icms_cst_items_df|naturezareceita_df|naturezareceita_id|naturezareceita_items_df|ncm_df|ncm_items_df|pis_aliquota_df|pis_aliquota_items_df|piscofins_cst_df|piscofins_cst_items_df|protege_df|protege_items_df|sequencial_df|sequencial_items_df|status_item|sync_at|sync_validate_at
500399|2024-10-28 18:04:58.498525+00:00|7898215151722|7898215151722|||1701600|1701600|5102|5102|0.0|0.0|LEITE DESNATADO PIRACANJUBA 1L EDGE|LEITE DESNATADO PIRACANJUBA 1L EDGE|naturezareceita|||||12|12|12|12|0|0|0|6.0|110|04011010|04011010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500401|2024-10-28 18:04:58.498525+00:00|7896098900277|7896098900277|||1100500|1100500|5102|5102|0.0|7.6|DETERGENTE LIQ YPE CLEAR CARE 500ML|DETERGENTE LIQ YPE CLEAR CARE 500ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500403|2024-10-28 18:04:58.498525+00:00|7622300861957|7622300861957|||||5102|5102|0.0|7.6|REFRESCO TANG MANGA 25G|REFRESCO TANG MANGA 25G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069010|21069010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500404|2024-10-28 18:04:58.498525+00:00|7898409957970|7898409957970||GO821022|||5102|5102|0.0|7.6|FERMENTO PO BIOL INST FLEISCHMAN 10G|FERMENTO PO BIOL INST FLEISCHMAN 10G|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|21021090|21021090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500405|2024-10-28 18:04:58.498525+00:00|7896212900060|7896212900060||GO821019|1704903|1704903|5102|5102|0.0|0.0|MAC SEMOLA CALIFORNIA PARAFUSO 500G|MAC SEMOLA CALIFORNIA PARAFUSO 500G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|16.0|119|19021900|19021900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500406|2024-10-28 18:04:58.498525+00:00|7898195130014|7898195130014|||||5102|5102|0.0|7.6|REFRESCO CLIK LARANJA 100GR|REFRESCO CLIK LARANJA 100GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069010|21069010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500408|2024-10-28 18:04:58.498525+00:00|7898909066639|7898909066639|||1704100|1704100|5102|5102|0.0|7.6|MOLHO TOMATE GOIALLI TRAD SACHE 340G|MOLHO TOMATE GOIALLI TRAD SACHE 340G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21032010|21032010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500409|2024-10-28 18:04:58.498525+00:00|7898040081966|7898040081966|||1707900|1707900|5102|5102|0.0|7.6|ITA STEAK CONG IND 100GR|ITA STEAK CONG IND 100GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16023290|16023290|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500410|2024-10-28 18:04:58.498525+00:00|7891080400087|7891080400087||GO821019|1702600|1702600|5102|5102|0.0|0.0|MARGARINA DELICIA C/SAL 500G|MARGARINA DELICIA C/SAL 500G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|24.0|127|15171000|15171000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500412|2024-10-28 18:04:58.498525+00:00|7622210762894|7622210762894|||||5102|5102|0.0|7.6|REFRESCO TANG LARANJA DOCINHA 25G|REFRESCO TANG LARANJA DOCINHA 25G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069010|21069010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500413|2024-10-28 18:04:58.498525+00:00|7892300026629|7892300026629||GO821019|||5102|5102|0.0|0.0|FUBA MIMOSO FINO SINHA 500G|FUBA MIMOSO FINO SINHA 500G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|5.0|108|11022000|11022000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500414|2024-10-28 18:04:58.498525+00:00|7894900550030|7894900550030|||1711100|1711100|5102|5102|0.0|0.0|DV FRUT UVA PET 1L|DV FRUT UVA PET 1L|naturezareceita|||||19|19|19|19|0|0|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500415|2024-10-28 18:04:58.498525+00:00|7896324400830|7896324400830|||0103900|0103900|5102|5102|0.0|7.6|FILTRO DE POLIPROPILENO 103 CAJUBA|FILTRO DE POLIPROPILENO 103 CAJUBA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|84219999|84219999|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500416|2024-10-28 18:04:58.498525+00:00|7897664171701|7897664171701||GO821019|2003400|2003400|5102|5102|0.0|0.0|SABONETE ALBANY FEMINO AZUL 85GR|SABONETE ALBANY FEMINO AZUL 85GR|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500417|2024-10-28 18:04:58.498525+00:00|7896914000716|7896914000716|||2004700|2004700|5102|5102|0.0|7.6|PAPEL TOALHA SOCIAL CLEAN 2UN|PAPEL TOALHA SOCIAL CLEAN 2UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|48189090|48189090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500418|2024-10-28 18:04:58.498525+00:00|7898542022900|7898542022900|||1707906|1707906|5102|5102|0.0|7.6|HAMBURGUER BOV FRIBOI 56GR GRANEL|HAMBURGUER BOV FRIBOI 56GR GRANEL|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16025000|16025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500419|2024-10-28 18:04:58.498525+00:00|7896083800025|7896083800025||GO821019|1100100|1100100|5102|5102|0.0|7.6|AGUA SANITARIA QBOA 2L|AGUA SANITARIA QBOA 2L|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|28289011|28289011|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500421|2024-10-28 18:04:58.498525+00:00|||||1706000|1706000|5102|5102|0.0|7.6|PAO DE LEITE KG|PAO DE LEITE KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059010|19059010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500422|2024-10-28 18:04:58.498525+00:00|7896245709418|7896245709418|||1703000|1703000|5102|5102|0.0|7.6|SALG MILHO ANELITOS CEBOLA 41G|SALG MILHO ANELITOS CEBOLA 41G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19041000|19041000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500423|2024-10-28 18:04:58.498525+00:00|7896253401557|7896253401557|||1705700|1705700|5102|5102|0.0|7.6|WAFER RANCHEIRO MORANGO 78G|WAFER RANCHEIRO MORANGO 78G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053200|19053200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500426|2024-10-28 18:04:58.498525+00:00|7897664171725|7897664171725||GO821019|2003400|2003400|5102|5102|0.0|0.0|SABONETE ALBANY FEMININO ROSA 85GR|SABONETE ALBANY FEMININO ROSA 85GR|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500427|2024-10-28 18:04:58.498525+00:00|7898915505016|7898915505016|||0400100|0400100|5405|5405|0.0|0.0|CIG PALHEI PIRACANJUBA 20UND|CIG PALHEI PIRACANJUBA 20UND|naturezareceita|||||0|0|0|0|60|60|0|12.0|101|24022000|24022000|0.0|0.0|05|05|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500430|2024-10-28 18:04:58.498525+00:00|78943261|78943261|||0400100|0400100|5405|5405|0.0|0.0|CIG FREE KENT BOOST(BOX) RED BLEND 20UND|CIG FREE KENT BOOST(BOX) RED BLEND 20UND|naturezareceita|||||0|0|0|0|60|60|0|12.0|101|24022000|24022000|0.0|0.0|05|05|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500433|2024-10-28 18:04:58.498525+00:00|7894900701753|7894900701753|||0301001|0301001|5405|5405|0.0|0.0|COCA COLA S/A PT 1.5L|COCA COLA S/A PT 1.5L|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500434|2024-10-28 18:04:58.498525+00:00|7897580400053|7897580400053|||1706200|1706200|5102|5102|0.0|7.6|PAO PARA HOT DOG 500G|PAO PARA HOT DOG 500G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500435|2024-10-28 18:04:58.498525+00:00|7898212400205|7898212400205|||||5102|5102|0.0|7.6|GELO CUBO 7KG|GELO CUBO 7KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|22019000|22019000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500436|2024-10-28 18:04:58.498525+00:00|7896808300052|7896808300052||GO821019|1709601|1709601|5102|5102|0.0|0.0|CAFE BIBO MOIDO 250G|CAFE BIBO MOIDO 250G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|20.0|123|09012100|09012100|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500437|2024-10-28 18:04:58.498525+00:00|7891079011485|7891079011485||GO821019|1704701|1704701|5102|5102|0.0|0.0|NISSIN LAMEN HOT CALABRESA 85G|NISSIN LAMEN HOT CALABRESA 85G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|16.0|119|19023000|19023000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500438|2024-10-28 18:04:58.498525+00:00|7896058257274|7896058257274|||1705300|1705300|5102|5102|0.0|7.6|BISC DANIX RECH CHOCO CHOCO 130GR|BISC DANIX RECH CHOCO CHOCO 130GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500439|2024-10-28 18:04:58.498525+00:00|7891000089231|7891000089231|||1705300|1705300|5102|5102|0.0|7.6|PRESTIGIO BISCOITO RECHEADO 140GR|PRESTIGIO BISCOITO RECHEADO 140GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500440|2024-10-28 18:04:58.498525+00:00|7896090100118|7896090100118|||1101100|1101100|5102|5102|0.0|7.6|LA ACO ASSOLAN 10% DESC 8UN 60G|LA ACO ASSOLAN 10% DESC 8UN 60G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|73231000|73231000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500441|2024-10-28 18:04:58.498525+00:00|7896253401540|7896253401540|||1705700|1705700|5102|5102|0.0|7.6|WAFER RANCHEIRO LIMAO 78G|WAFER RANCHEIRO LIMAO 78G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053200|19053200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500442|2024-10-28 18:04:58.498525+00:00|070330183575|070330183575||GO821022|1902700|1902700|5102|5102|0.0|7.6|CANETA BIC CRISTAL FINA AZUL|CANETA BIC CRISTAL FINA AZUL|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|96081000|96081000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500444|2024-10-28 18:04:58.498525+00:00|7896071025508|7896071025508|||1703000|1703000|5102|5102|0.0|7.6|SALG SKINY 38G CLASSICO NATURAL|SALG SKINY 38G CLASSICO NATURAL|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19041000|19041000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500445|2024-10-28 18:04:58.498525+00:00|7891008116779|7891008116779|||||5102|5102|0.0|7.6|PASTILHA GAROTO 17GR MENTA|PASTILHA GAROTO 17GR MENTA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049020|17049020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500447|2024-10-28 18:04:58.498525+00:00|7891035800214|7891035800214|||1100700|1100700|5102|5102|0.0|7.6|LIMP VEJA 500ML M USO ORIGINAL 10%DESC|LIMP VEJA 500ML M USO ORIGINAL 10%DESC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500448|2024-10-28 18:04:58.498525+00:00|7896098909751|7896098909751|||1100400|1100400|5102|5102|0.0|7.6|SABAO PO TIXAN MACIEZ CT 800G|SABAO PO TIXAN MACIEZ CT 800G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500449|2024-10-28 18:04:58.498525+00:00|7897534826335|7897534826335|||1100700|1100700|5102|5102|0.0|7.6|LAVA LOUCAS AZULIM MACA 500ML|LAVA LOUCAS AZULIM MACA 500ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34029039|34029039|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500450|2024-10-28 18:04:58.498525+00:00|7896797900059|7896797900059||GO811010|||5102|5102|0.0|0.0|OVOS SOUZA LIMA VERM 30UN PVC|OVOS SOUZA LIMA VERM 30UN PVC|cbenef, naturezareceita|||||0|0|0|0|40|40|0|15.0|117|04072100|04072100|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500451|2024-10-28 18:04:58.498525+00:00|78602731|78602731|||1700900|1700900|5102|5102|0.0|7.6|CHOC FERRERO KINDER JOY 20GR|CHOC FERRERO KINDER JOY 20GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18069000|18069000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500452|2024-10-28 18:04:58.498525+00:00|7622300861919|7622300861919|||||5102|5102|0.0|7.6|REFRESCO TANG LIMAO 25G|REFRESCO TANG LIMAO 25G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069010|21069010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500454|2024-10-28 18:04:58.498525+00:00|7622300830151|7622300830151|||1705300|1705300|5102|5102|0.0|7.6|BISC RECH OREO 90GR ORIGINAL|BISC RECH OREO 90GR ORIGINAL|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500455|2024-10-28 18:04:58.498525+00:00|7896077039172|7896077039172|||1703102|1703102|5102|5102|0.0|7.6|BISCOITO DOCE SUPER 200G|BISCOITO DOCE SUPER 200G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500456|2024-10-28 18:04:58.498525+00:00|7891079012963|7891079012963||GO821019|1704701|1704701|5102|5102|0.0|0.0|MAC NISSIN LAM COSTELA 85G|MAC NISSIN LAM COSTELA 85G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|16.0|119|19023000|19023000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500460|2024-10-28 18:04:58.498525+00:00|7891193010302|7891193010302|||1706000|1706000|5102|5102|0.0|7.6|PAO INTEGRAL SEVEN BOYS 450G|PAO INTEGRAL SEVEN BOYS 450G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059010|19059010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500461|2024-10-28 18:04:58.498525+00:00|7898550725251|7898550725251|||1708400|1708400|5102|5102|0.0|0.0|MIUDOS DE PORCO P/RABO/ORELHA KG|MIUDOS DE PORCO P/RABO/ORELHA KG|naturezareceita|||||12|12|12|12|0|0|0|18.0|121|02064900|02064900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500462|2024-10-28 18:04:58.498525+00:00|7892840808051|7892840808051|||0301500|0301500|5405|5405|0.0|0.0|GATORADE UVA 500 ML|GATORADE UVA 500 ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22029900|22029900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500463|2024-10-28 18:04:58.498525+00:00|7896185602374|7896185602374||GO821019|1704411|1704411|5102|5102|0.0|0.0|FAR.TIA NENA PP 1KG|FAR.TIA NENA PP 1KG|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|8.0|113|11010010|11010010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500464|2024-10-28 18:04:58.498525+00:00|7891164005177|7891164005177|||1707907|1707907|5102|5102|0.0|7.6|APRESUNTADO OLHOS D`AGUA|APRESUNTADO OLHOS D`AGUA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16024900|16024900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500466|2024-10-28 18:04:58.498525+00:00|7898601690071|7898601690071|||||5102|5102|0.0|0.0|ALHO ESMERALDA 150G|ALHO ESMERALDA 150G|naturezareceita|||||19|19|19|19|0|0|0|14.0|116|07032090|07032090|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500467|2024-10-28 18:04:58.498525+00:00|7891079011775|7891079011775||GO821019|1704701|1704701|5102|5102|0.0|0.0|MAC NISSIN LAM PICANHA 85G LAPI|MAC NISSIN LAM PICANHA 85G LAPI|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|16.0|119|19023000|19023000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500468|2024-10-28 18:04:58.498525+00:00|7897664171749|7897664171749||GO821019|2003400|2003400|5102|5102|0.0|0.0|SABONETE ALBANY HOMEN LARANJA 85GR|SABONETE ALBANY HOMEN LARANJA 85GR|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500469|2024-10-28 18:04:58.498525+00:00|7897184001052|7897184001052|||0301002|0301002|5405|5405|0.0|0.0|AGUA TONICA MINEIRO 269ML LATA|AGUA TONICA MINEIRO 269ML LATA|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500471|2024-10-28 18:04:58.498525+00:00|78900516|78900516|||0400100|0400100|5405|5405|0.0|0.0|CIG ROTHMANS BLUE BOX 20UN|CIG ROTHMANS BLUE BOX 20UN|naturezareceita|||||0|0|0|0|60|60|0|12.0|101|24022000|24022000|0.0|0.0|05|05|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500472|2024-10-28 18:04:58.498525+00:00|7896808300113|7896808300113||GO821019|1709600|1709600|5102|5102|0.0|0.0|CAFE TIKERO MOIDO 250G|CAFE TIKERO MOIDO 250G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|20.0|123|09012100|09012100|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500473|2024-10-28 18:04:58.498525+00:00|7892840812423|7892840812423|||0301001|0301001|5405|5405|0.0|0.0|H2OH LIMAO C/GAS PET 500ML|H2OH LIMAO C/GAS PET 500ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500475|2024-10-28 18:04:58.498525+00:00|7896077039165|7896077039165|||1703102|1703102|5102|5102|0.0|7.6|BISCOITO POLVILHO AZEDO 200G|BISCOITO POLVILHO AZEDO 200G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500476|2024-10-28 18:04:58.498525+00:00|7896581800794|7896581800794|||||5102|5102|0.0|0.0|ALCOOL SOL 70% 500ML|ALCOOL SOL 70% 500ML|naturezareceita|||||19|19|19|19|0|0|0|9.0|001|38089419|38089419|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500477|2024-10-28 18:04:58.498525+00:00|7891149108282|7891149108282|||0301001|0301001|5405|5405|0.0|0.0|SUKITA PET 200ML|SUKITA PET 200ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500479|2024-10-28 18:04:58.498525+00:00|7896902209114|7896902209114|||2001200|2001200|5102|5102|0.0|0.0|ACETONA FARMAX 100ML|ACETONA FARMAX 100ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33043000|33043000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500480|2024-10-28 18:04:58.498525+00:00|78944343|78944343|||0400100|0400100|5405|5405|0.0|0.0|CIG LUCKY STRIKE DOUBLE ICE KS NR CL 20UND|CIG LUCKY STRIKE DOUBLE ICE KS NR CL 20UND|naturezareceita|||||0|0|0|0|60|60|0|12.0|101|24022000|24022000|0.0|0.0|05|05|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500482|2024-10-28 18:04:58.498525+00:00|7898080640628|7898080640628|||1701600|1701600|5102|5102|0.0|0.0|LEITE UHT SEMI DESNATADO C/TAMPA 1L ITALAC|LEITE UHT SEMI DESNATADO C/TAMPA 1L ITALAC|naturezareceita|||||12|12|12|12|0|0|0|6.0|110|04011010|04011010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500483|2024-10-28 18:04:58.498525+00:00|7896102509410|7896102509410|||1704100|1704100|5102|5102|0.0|7.6|MOLHO PRONTO QUERO 340GR SACHE TRAD|MOLHO PRONTO QUERO 340GR SACHE TRAD|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21032010|21032010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500485|2024-10-28 18:04:58.498525+00:00|7898341430036|7898341430036|||1711200|1711200|5102|5102|0.0|7.6|DV+PESSEGO 1L|DV+PESSEGO 1L|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|22029900|22029900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500486|2024-10-28 18:04:58.498525+00:00|7892840818876|7892840818876|||1700600|1700600|5102|5102|0.0|7.6|ACHOC TODDY ORIG SACHE 620G|ACHOC TODDY ORIG SACHE 620G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18069000|18069000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500487|2024-10-28 18:04:58.498525+00:00|7896808300359|7896808300359||GO821019|1709602|1709602|5102|5102|0.0|0.0|CAFE BIBO TORRADO EM GRAO 500GR|CAFE BIBO TORRADO EM GRAO 500GR|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|20.0|123|09012100|09012100|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500488|2024-10-28 18:04:58.498525+00:00|7893000004832|7893000004832|||1707800|1707800|5102|5102|0.0|7.6|MORTADELA DEFUMADA SADIA|MORTADELA DEFUMADA SADIA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16010000|16010000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500491|2024-10-28 18:04:58.498525+00:00|7891962036090|7891962036090|||1705300|1705300|5102|5102|0.0|7.6|BISCOITO VISCONTI RECHEADO MORANGO 125G|BISCOITO VISCONTI RECHEADO MORANGO 125G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500492|2024-10-28 18:04:58.498525+00:00|7891991006088|7891991006088|||0302103|0302103|5405|5405|0.0|0.0|BOHEMIA NOVA EMBALAGEM LATA 350ML|BOHEMIA NOVA EMBALAGEM LATA 350ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22030000|22030000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500493|2024-10-28 18:04:58.498525+00:00|7898215151814|7898215151814|||1711500|1711500|5102|5102|0.0|0.0|BL PIRAKIDS CHOCOLATE 1L|BL PIRAKIDS CHOCOLATE 1L|naturezareceita|||||19|19|19|19|0|0|0|6.0|110|22029900|22029900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500494|2024-10-28 18:04:58.498525+00:00|78600027|78600027|||||5102|5102|0.0|7.6|PASTILHA TIC TAC LARANJA 16GR|PASTILHA TIC TAC LARANJA 16GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049020|17049020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500495|2024-10-28 18:04:58.498525+00:00|7898268440903|7898268440903||GO821010|||5102|5102|0.0|0.0|FEIJAO PRETO FILETTO 1KG|FEIJAO PRETO FILETTO 1KG|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|4.0|105|07133319|07133319|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
