code|barcode_df|description_df|ncm_df|cest_df|cfop_df|icms_cst_df|icms_aliquota_df|icms_aliquota_reduzida_df|protege_df|cbenef_df|piscofins_cst_df|pis_aliquota_df|cofins_aliquota_df|naturezareceita_df|sequencial_df|estado_origem_df|estado_destino_df|sequencial_items_df|barcode_items_df|description_items_df|ncm_items_df|cest_items_df|cfop_items_df|icms_cst_items_df|icms_aliquota_items_df|icms_aliquota_reduzida_items_df|protege_items_df|cbenef_items_df|piscofins_cst_items_df|pis_aliquota_items_df|cofins_aliquota_items_df|naturezareceita_id|status_item|estado_origem_items_df|estado_destino_items_df|sync_at|await_sync_at|sync_validate_at|naturezareceita_items_df|divergent_columns_df
509924|7898696321034|BUCHA VEGETAL P/BANHO DUPLA FACE|14042090||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898696321034|BUCHA VEGETAL P/BANHO DUPLA FACE|14042090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509925||LEITE PO NINHO INTEGRAL INSTANTÂNEO|04022110||5102|0|19|19|0||06|0.0|0.0|0|0|||0||LEITE PO NINHO INTEGRAL INSTANTÂNEO|04022110||5102|0|19|19|0||06|0.0|0.0|6.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||110|naturezareceita
509926|78946873|CIGARRO PANDHORA BOX 20UN|24022000||5405|60|0|0|0||05|0.0|0.0|0|0|||0|78946873|CIGARRO PANDHORA BOX 20UN|24022000||5405|60|0|0|0||05|0.0|0.0|12.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||101|naturezareceita
509927|78947306|CIGARRO EIGHT BOX 20UN|24022000||5405|60|0|0|0||05|0.0|0.0|0|0|||0|78947306|CIGARRO EIGHT BOX 20UN|24022000||5405|60|0|0|0||05|0.0|0.0|12.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||101|naturezareceita
509928|7898380381078|BUCHA ESPONJA INFANTIL|96162000|2006200|5102|0|19|19|0||01|0.0|0.0|0|0|||0||BUCHA ESPONJA INFANTIL|96162000|2006200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|barcode, pis_aliquota, cofins_aliquota
509929|7898923322278|BUCHA ESPONJA MASSAGEADORA|96162000|2006200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898923322278|BUCHA ESPONJA MASSAGEADORA|96162000|2006200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509930|7891028604553|LS RED SC20 BRCONT|96162000|2006200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891028604553|LS RED SC20 BRCONT|96162000|2006200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509931||DESENTUPIDOR DE W C C/C|96162000|2006200|5102|0|19|19|0||01|0.0|0.0|0|0|||0||DESENTUPIDOR DE W C C/C|96162000|2006200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509932|7898329440125|DESENTUPIDOR DE W C C/C|39249000|2004000|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898329440125|DESENTUPIDOR DE W C C/C|39249000|2004000|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509933|7892840823450|ELMA CHIPS BACONZITOS 34G|19059090|1703100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7892840823450|ELMA CHIPS BACONZITOS 34G|19059090|1703100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509934||ELMA CHIPS FANDANGOS 35G PRESUNTO|19059090|1703100|5102|0|19|19|0||01|0.0|0.0|0|0|||0||ELMA CHIPS FANDANGOS 35G PRESUNTO|19059090|1703100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509935|7892840822989|ELMA CHIPS RUFFLES 32G CEBOLA SALS PRECIF|20052000|1703200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7892840822989|ELMA CHIPS RUFFLES 32G CEBOLA SALS PRECIF|20052000|1703200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509936||CLIK ADOCADO LARANJA FAZ 2LT|20052000|1703200|5102|0|19|19|0||01|0.0|0.0|0|0|||0||CLIK ADOCADO LARANJA FAZ 2LT|20052000|1703200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509937|7896111420270|BISC. NINFA BOLACHAO MEL 400G|19021100||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896111420270|BISC. NINFA BOLACHAO MEL 400G|19021100||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509938|7897959804079|HORTELA EM FLOCOS 10G|12119090|2803500|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897959804079|HORTELA EM FLOCOS 10G|12119090|2803500|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509939|7897959809616|ALHO FRITO 30G|07129090||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897959809616|ALHO FRITO 30G|07129090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509940|7897959811602|ALHO DESIDRATADO 15G|07129090||5102|0|19|19|0||06|0.0|0.0|0|0|||0|7897959811602|ALHO DESIDRATADO 15G|07129090||5102|0|19|19|0||06|0.0|0.0|14.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||116|naturezareceita
509941|7891150079908|MAIONESE HELLMANNS SQZ 335GR PIMENTADA|21039011|1703900|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891150079908|MAIONESE HELLMANNS SQZ 335GR PIMENTADA|21039011|1703900|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509942|7891991295109|STELLA ARTOIS ONE WAY 600ML|22030000|0302100|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7891991295109|STELLA ARTOIS ONE WAY 600ML|22030000|0302100|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
509943|7891150008816|CONDICIONADOR DOVE RECONSTRUÇÃO 1X200ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7891150008816|CONDICIONADOR DOVE RECONSTRUÇÃO 1X200ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509944|7891150095588|SHAMPOO DOVE BIG BOND INTENSE REPAIR+PEPIRIDEO 1X350ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7891150095588|SHAMPOO DOVE BIG BOND INTENSE REPAIR+PEPIRIDEO 1X350ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509945|7891150008953|SHAMPOO DOVE RECONTRUÇÃO COMPLETA 1X200ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7891150008953|SHAMPOO DOVE RECONTRUÇÃO COMPLETA 1X200ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509946|7891150095595|CONDICIONADOR DOVE BIG BOND INTENSE REPAIR+PEPITIDEO 1X250ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7891150095595|CONDICIONADOR DOVE BIG BOND INTENSE REPAIR+PEPITIDEO 1X250ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509947|7891033070664|CONDICIONADOR EUDORA SIAGE CICA-THERAPY 1X200ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7891033070664|CONDICIONADOR EUDORA SIAGE CICA-THERAPY 1X200ML|33059000|2801300|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509948|7896256040524|BAN CHÁ VERDE|09022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896256040524|BAN CHÁ VERDE|09022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509949|7896256081268|TEMP CARNE ASSADA FACIL CASEIRO KODILAR 32G|21039021|1703500|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896256081268|TEMP CARNE ASSADA FACIL CASEIRO KODILAR 32G|21039021|1703500|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509950|7898949924333|ARROZ T1 VASC 1kg|10063021||5102|0|12|12|0||06|0.0|0.0|0|0|||0|7898949924333|ARROZ T1 VASC 1kg|10063021||5102|0|12|12|0||06|0.0|0.0|4.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||105|naturezareceita
509951||MISTURA PARA BOLO CREMOSO QUEIJADINHA 5KG|19012090|1704615|5102|0|19|19|0||01|0.0|0.0|0|0|||0||MISTURA PARA BOLO CREMOSO QUEIJADINHA 5KG|19012090|1704615|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509952|7891149210305|CARACU LONG NECK 355ML|22030000|0302100|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7891149210305|CARACU LONG NECK 355ML|22030000|0302100|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
509953|7896005403730|ENERGETICO EXTRA POWER ZERO 473ML|22029900|0300800|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7896005403730|ENERGETICO EXTRA POWER ZERO 473ML|22029900|0300800|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
509954|7891024029824|SAB PALMOLIVE 150G NUTRI SUAV GEL REAL|34011190|2802000|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7891024029824|SAB PALMOLIVE 150G NUTRI SUAV GEL REAL|34011190|2802000|5102|20|12|7|0|GO821019|06|0.0|0.0|25.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||128|icms_aliquota, cbenef, naturezareceita
509955|7896111421871|BISC NINFA SORTIDO FAMILIAR 1000G|34011190|2802000|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896111421871|BISC NINFA SORTIDO FAMILIAR 1000G|34011190|2802000|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509956|7892840823771|ELMA CHIPS DORITOS 110G KETCHUP|19059090|1703100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7892840823771|ELMA CHIPS DORITOS 110G KETCHUP|19059090|1703100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509957|7892840823764|ELMA CHIPS DORITOS 110G MOSTARDAS|19059090|1703100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7892840823764|ELMA CHIPS DORITOS 110G MOSTARDAS|19059090|1703100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509958|7892840823610|ELMA CHIPS DORITOS 37G KETCHUP|19059090|1703100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7892840823610|ELMA CHIPS DORITOS 37G KETCHUP|19059090|1703100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509959|7909843116530|SAND HAV FEM SLIM GLITER II PTO 37/38|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909843116530|SAND HAV FEM SLIM GLITER II PTO 37/38|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509960|7909843739937|SAND HAV FEM SLIM SQUARE VELVET FER 39/40|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909843739937|SAND HAV FEM SLIM SQUARE VELVET FER 39/40|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509961|7898960833614|CROCKS CLUB BANANINHA ZERO AÇUCAR 24X30G|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898960833614|CROCKS CLUB BANANINHA ZERO AÇUCAR 24X30G|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509962|7791969016012|NIVEA DESODORANTE AEROSOL FRESH NATURAL 150ML|33074900||5102|0|21|21|0||04|0.0|0.0|0|0|||0|7791969016012|NIVEA DESODORANTE AEROSOL FRESH NATURAL 150ML|33074900||5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509963|7891515546847|BACON DEFUMADO FATIADO 250G|02101200||5102|0|19|19|0||06|0.0|0.0|0|0|||0|7891515546847|BACON DEFUMADO FATIADO 250G|02101200||5102|0|19|19|0||06|0.0|0.0|18.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||121|naturezareceita
509964|7896111999981|ESMALTE IMPALA  COR DA MODA CREMOSO SOSSEGO 6X1|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|0|0|||0||ESMALTE IMPALA  COR DA MODA CREMOSO SOSSEGO 6X1|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|barcode, naturezareceita
509965|7896111999943|ESMALTE IMPALA COR DA MODA CREMOSO  DESTINOS 6X1|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|0|0|||0||ESMALTE IMPALA COR DA MODA CREMOSO  DESTINOS 6X1|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|barcode, naturezareceita
509966|7896111945858|ESMALTE IMPALA CREMOSO CAFÉ|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7896111945858|ESMALTE IMPALA CREMOSO CAFÉ|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509967|7898670906820|ISACARE PROTETOR SOLAR FACIAL TOQUE SECO 60ML|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7898670906820|ISACARE PROTETOR SOLAR FACIAL TOQUE SECO 60ML|33043000|2800600|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509968|7898711712670|STARLUX ENERGY PILHA COMUM PEQUENO AA2 18X2|33043000|2800600|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898711712670|STARLUX ENERGY PILHA COMUM PEQUENO AA2 18X2|33043000|2800600|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509969|7898377662050|TNT ZERO ACUCARES MACA VERDE 473ML|22029900|0300800|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7898377662050|TNT ZERO ACUCARES MACA VERDE 473ML|22029900|0300800|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
509970|7897323601150|MULTIUSO ESTRELA SENSAÇOES 12X500ML|34025000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897323601150|MULTIUSO ESTRELA SENSAÇOES 12X500ML|34025000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509971|7898920195141|SUCO NUTRINECTAR UVA 1LT|34025000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898920195141|SUCO NUTRINECTAR UVA 1LT|34025000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509972|7898961490465|SUCO NUTRINECTAR MARACUJA 1LT|34025000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898961490465|SUCO NUTRINECTAR MARACUJA 1LT|34025000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509973|7898920195103|SUCO NUTRINECTAR LARANJA 1LT|34025000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898920195103|SUCO NUTRINECTAR LARANJA 1LT|34025000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509974|7896037916147|BITTER SANGALO 1000ML|34025000||5102|0|27|27|0||01|0.0|0.0|0|0|||0|7896037916147|BITTER SANGALO 1000ML|34025000||5102|0|27|27|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509975|7896037918899|GIN RICKS WATERMELON 100ML|34025000||5102|0|27|27|0||01|0.0|0.0|0|0|||0|7896037918899|GIN RICKS WATERMELON 100ML|34025000||5102|0|27|27|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509976|7896509955209|TINTURA BEAUTY COL KIT 7.0 LOURO ESCURO|33059000||5102|0|21|21|0||04|0.0|0.0|0|0|||0|7896509955209|TINTURA BEAUTY COL KIT 7.0 LOURO ESCURO|33059000||5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
509977|7500435204415|ESCOVA DENTAL ORAL B INCATOR BLACK SENSETIVE|96032100|2005800|5102|20|7|7|0||04|0.0|0.0|0|0|||0|7500435204415|ESCOVA DENTAL ORAL B INCATOR BLACK SENSETIVE|96032100|2005800|5102|20|19|7|0|GO821019|04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|icms_aliquota, cbenef, naturezareceita
509978|7500435245821|APARELHO PRESTOBARBA 3 CARBONO 2X1|96032100|2005800|5405|60|0|0|0||01|0.0|0.0|0|0|||0|7500435245821|APARELHO PRESTOBARBA 3 CARBONO 2X1|96032100|2005800|5405|60|0|0|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509979||PLACA SLEEK 4X2 CONJ. 3 POSTOS BR|39259090||5102|0|19|19|0||01|0.0|0.0|0|0|||0||PLACA SLEEK 4X2 CONJ. 3 POSTOS BR|39259090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509980||MODULO SLEEK INT SIMPLES 10A|39259090||5102|0|19|19|0||01|0.0|0.0|0|0|||0||MODULO SLEEK INT SIMPLES 10A|39259090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509981||MODULO SLEEK TOM 2P+TP.|39259090||5102|0|19|19|0||01|0.0|0.0|0|0|||0||MODULO SLEEK TOM 2P+TP.|39259090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509982|7896770980795|ROUPA INTIMA TENA PANTS DERMACARE MEGA G/EG 1X16UN|39259090||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896770980795|ROUPA INTIMA TENA PANTS DERMACARE MEGA G/EG 1X16UN|39259090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509983|7897530410330|VINHO ROSADO 1LT|39259090||5102|0|27|27|0||01|0.0|0.0|0|0|||0|7897530410330|VINHO ROSADO 1LT|39259090||5102|0|27|27|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509984|7891360585367|LAPIS GRAF F CAST MULTICOLOR PRETO N 02 CX/0144/UN|96091000||5102|20|12|12|0||01|0.0|0.0|0|0|||0|7891360585367|LAPIS GRAF F CAST MULTICOLOR PRETO N 02 CX/0144/UN|96091000||5102|20|19|12|0|GO821022|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
509985|7891150095304|SABONETE LUX BOTANICALS GARDENIA E AMENDOAS 12X85GR|34011190||5102|20|7|7|0||06|0.0|0.0|0|0|||0|7891150095304|SABONETE LUX BOTANICALS GARDENIA E AMENDOAS 12X85GR|34011190||5102|20|12|7|0|GO821019|06|0.0|0.0|25.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||128|icms_aliquota, cbenef, naturezareceita
509986|7899465201885|ENERG VULCANO PLUS 2L|22029900|0300800|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7899465201885|ENERG VULCANO PLUS 2L|22029900|0300800|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
509987|7896306624650|CHOC BOMBOM TRENTO MOMENTOS 192GR|19053200|1705700|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896306624650|CHOC BOMBOM TRENTO MOMENTOS 192GR|19053200|1705700|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509988|7909843495956|SAND HAV COLOR ROSA FLUX 33/34|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909843495956|SAND HAV COLOR ROSA FLUX 33/34|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509990|7909989703564|SAND MASC. TOP ALOHA 43/44|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989703564|SAND MASC. TOP ALOHA 43/44|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509991||HAV MASC. TOP ALOHA 39/40|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0||HAV MASC. TOP ALOHA 39/40|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509992|7909989703557|HAV MASC. TOP ALOHA 41/42|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989703557|HAV MASC. TOP ALOHA 41/42|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509993|7909989703533|HAV MASC. ALOHA 37/38|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989703533|HAV MASC. ALOHA 37/38|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509994|7909989703731|SAND MASC. ALOHA 41/42|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989703731|SAND MASC. ALOHA 41/42|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509995|7909989703717|SAND HAV. MASC ALOHA 37/38|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989703717|SAND HAV. MASC ALOHA 37/38|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509997|7909989703748|SAND HAV MASC. ALOMA 43/44|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989703748|SAND HAV MASC. ALOMA 43/44|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
509998|7909989636329|SAND HAV MASC. TOP STYLE CAFE 41/42|64022000||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7909989636329|SAND HAV MASC. TOP STYLE CAFE 41/42|64022000||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
