code|barcode_df|description_df|ncm_df|cest_df|cfop_df|icms_cst_df|icms_aliquota_df|icms_aliquota_reduzida_df|protege_df|cbenef_df|piscofins_cst_df|pis_aliquota_df|cofins_aliquota_df|naturezareceita_df|sequencial_df|estado_origem_df|estado_destino_df|sequencial_items_df|barcode_items_df|description_items_df|ncm_items_df|cest_items_df|cfop_items_df|icms_cst_items_df|icms_aliquota_items_df|icms_aliquota_reduzida_items_df|protege_items_df|cbenef_items_df|piscofins_cst_items_df|pis_aliquota_items_df|cofins_aliquota_items_df|naturezareceita_id|status_item|estado_origem_items_df|estado_destino_items_df|sync_at|await_sync_at|sync_validate_at|naturezareceita_items_df|divergent_columns_df
501480|7896071019439|SANDELLA MAC INST GALINHA 85G|19023000|1704701|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7896071019439|SANDELLA MAC INST GALINHA 85G|19023000|1704701|5102|20|12|7|0|GO821019|06|0.0|0.0|16.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||119|icms_aliquota, cbenef, naturezareceita
501481|7891155037880|MAR PRATO OPAL PETALA FUNDO 23.5CM|70134290|1400300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891155037880|MAR PRATO OPAL PETALA FUNDO 23.5CM|70134290|1400300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501482|7891048050675|GELATINA PO TUTTI-FRUTTI OETEKER 20G|21069029||5102|20|12|12|0||01|0.0|0.0|0|0|||0|7891048050675|GELATINA PO TUTTI-FRUTTI OETEKER 20G|21069029||5102|20|19|12|0|GO821022|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
501483|7896902210608|AGUA OXIGENADA FARMAX CREMOSA 30VL 90ML|33059000|2002000|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7896902210608|AGUA OXIGENADA FARMAX CREMOSA 30VL 90ML|33059000|2002000|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
501484|7898279790431|FINI AMORAS 90G|17049020||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898279790431|FINI AMORAS 90G|17049020||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501485|7897580400138|PAO INTEGRAL LIGHT 400G|21069090||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897580400138|PAO INTEGRAL LIGHT 400G|21069090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501486||FARINHA DE MILHO CAIPIRA UNIAO 500GR|11041900||5102|20|7|7|0||06|0.0|0.0|0|0|||0||FARINHA DE MILHO CAIPIRA UNIAO 500GR|11041900||5102|20|12|7|0|GO821019|06|0.0|0.0|5.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||108|icms_aliquota, cbenef, naturezareceita
501487|7897195981268|GALAO 2 LITROS NECTAR DE GOIABA|22029900|1711200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897195981268|GALAO 2 LITROS NECTAR DE GOIABA|22029900|1711200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501488|7791293022598|DA REXONA MASC ACTIVE DRY 90GR|33072010|2002800|5102|0|21|21|0||04|0.0|0.0|0|0|||0|7791293022598|DA REXONA MASC ACTIVE DRY 90GR|33072010|2002800|5102|0|21|21|0||04|0.0|0.0|10.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||002|naturezareceita
501489|7622210641939|CHOC LACTA 20GR LAKA OREO|18063210|1700300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7622210641939|CHOC LACTA 20GR LAKA OREO|18063210|1700300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501490|7891010503024|ABSORVENTE S LIVRE ADAPT SUAVE C/ABAS 8UN|96190000|2005000|5102|20|7|7|0||01|0.0|0.0|0|0|||0|7891010503024|ABSORVENTE S LIVRE ADAPT SUAVE C/ABAS 8UN|96190000|2005000|5102|20|12|7|0|GO821019|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
501492|7891008121827|TALENTO TAB CHOC AMENDOA PAS 85GR|18063210|1700300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891008121827|TALENTO TAB CHOC AMENDOA PAS 85GR|18063210|1700300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501493|7896071019446|SANDELLA MAC INST CARNE 85G|19023000|1704701|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7896071019446|SANDELLA MAC INST CARNE 85G|19023000|1704701|5102|20|12|7|0|GO821019|06|0.0|0.0|16.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||119|icms_aliquota, cbenef, naturezareceita
501494|7896071025515|SALG SKINY 38G CLASSICO QUEIJO|19041000|1703000|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896071025515|SALG SKINY 38G CLASSICO QUEIJO|19041000|1703000|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501495|7896967851051|PTE BOLO ANIVERS 1.8L NOS DOIS|21050010|2300100|5405|60|0|0|0||01|0.0|0.0|0|0|||0|7896967851051|PTE BOLO ANIVERS 1.8L NOS DOIS|21050010|2300100|5405|60|0|0|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501496|7897900315678|BARRA CEREAL TRIO BANANA/CHOCOLATE ZERO 20G|18063220|1704300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897900315678|BARRA CEREAL TRIO BANANA/CHOCOLATE ZERO 20G|18063220|1704300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501497|7891000089279|BISC NESTLE 140GR NESCAU RECH|19053100|1705300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891000089279|BISC NESTLE 140GR NESCAU RECH|19053100|1705300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501498|7622300991456|CHOC LACTA AO LEITE 90GR|18063210|1700300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7622300991456|CHOC LACTA AO LEITE 90GR|18063210|1700300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501499|7896434920471|PA DOCE PASTOSO COM LEITE POTE 400G|19019020|1702900|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896434920471|PA DOCE PASTOSO COM LEITE POTE 400G|19019020|1702900|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501500|7891991013772|BOHEMIA GFA VD 300ML|22030000|0302100|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7891991013772|BOHEMIA GFA VD 300ML|22030000|0302100|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
501501|7891515546519|BATATA PALITO PRE FRITA CONG SD PT 0.400GR|20041000|1709100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891515546519|BATATA PALITO PRE FRITA CONG SD PT 0.400GR|20041000|1709100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501502|7897580400046|PAO COM CENOURA 500GR|19059090|1706200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897580400046|PAO COM CENOURA 500GR|19059090|1706200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501504|7898132841072|ENERGETICO EXTRA POWER 270ML|22029900|0301300|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7898132841072|ENERGETICO EXTRA POWER 270ML|22029900|0301300|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
501505|9002490247379|RED BULL SUMMER MELANCIA 250ML|22029900|0301300|5405|60|0|0|0||06|0.0|0.0|0|0|||0|9002490247379|RED BULL SUMMER MELANCIA 250ML|22029900|0301300|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
501506|7892840818425|SALG TORCIDA 45G CHURRASCO|19059090|1703100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7892840818425|SALG TORCIDA 45G CHURRASCO|19059090|1703100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501507|7897580400060|PAO PARA HAMBURGUER 600G|19059090|1706200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897580400060|PAO PARA HAMBURGUER 600G|19059090|1706200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501509|7894900034219|FANTA LARANJA REF PET 2L|22021000|0301001|5405|60|0|0|0||06|0.0|0.0|0|0|||0|7894900034219|FANTA LARANJA REF PET 2L|22021000|0301001|5405|60|0|0|0||06|0.0|0.0|30.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||918|naturezareceita
501510|7891079013229|MAC NISSIN CREM SABOR MOLHO DE QUEIJO 88GR|19023000|1704701|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7891079013229|MAC NISSIN CREM SABOR MOLHO DE QUEIJO 88GR|19023000|1704701|5102|20|12|7|0|GO821019|06|0.0|0.0|16.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||119|icms_aliquota, cbenef, naturezareceita
501511|7896058500738|AM SALGADO TIPO JAPONES 70GR|20081100|1703300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896058500738|AM SALGADO TIPO JAPONES 70GR|20081100|1703300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501512|7891340365576|BISC ITAMARATY LOOKY  055GR BRIGADEIRO|19053200|1705700|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891340365576|BISC ITAMARATY LOOKY  055GR BRIGADEIRO|19053200|1705700|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501513|7896572000561|CANETA COMPACTOR ESF 07 PRETA|96081000|1902700|5102|20|12|12|0||01|0.0|0.0|0|0|||0|7896572000561|CANETA COMPACTOR ESF 07 PRETA|96081000|1902700|5102|20|19|12|0|GO821022|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
501516|7897395001490|BEB MISTA CABARRE ICE TANGERINA LNECK 275ML|22089000|0200300|5102|0|27|27|0||01|0.0|0.0|0|0|||0|7897395001490|BEB MISTA CABARRE ICE TANGERINA LNECK 275ML|22089000|0200300|5102|0|27|27|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501517|7896213006242|VITARELLA BISC AGUA E SAL 350GR|19053100|1705302|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896213006242|VITARELLA BISC AGUA E SAL 350GR|19053100|1705302|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501518|7622300989408|BISC  RECH OREO 90GR MILKSHAKE|19053100|1705300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7622300989408|BISC  RECH OREO 90GR MILKSHAKE|19053100|1705300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501519|7891132083107|REFRESCO MID LIMONADA SUICA 20G|21069010||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891132083107|REFRESCO MID LIMONADA SUICA 20G|21069010||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501521|7898965982287|OVOS GRANDE VERMELHO ACRILICO 20UN|04072100||5102|40|0|0|0||06|0.0|0.0|0|0|||0|7898965982287|OVOS GRANDE VERMELHO ACRILICO 20UN|04072100||5102|40|0|0|0|GO811010|06|0.0|0.0|15.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||117|cbenef, naturezareceita
501522|7899607205511|REF 110G LIMAO SABORELLE|21069010||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7899607205511|REF 110G LIMAO SABORELLE|21069010||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501523|7891132083084|REFRESCO MID LARANJA DOCE 20G|21069010||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891132083084|REFRESCO MID LARANJA DOCE 20G|21069010||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501524|7896253401717|CREAM CRACKER 65 RANCHEIRO 216G|19053100|1705302|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896253401717|CREAM CRACKER 65 RANCHEIRO 216G|19053100|1705302|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501525|7896440501800|DESINF POLITRIZ EUCALIPTO 1.750LT|38089419||5102|20|7|7|0||01|0.0|0.0|0|0|||0|7896440501800|DESINF POLITRIZ EUCALIPTO 1.750LT|38089419||5102|20|19|7|0|GO821019|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
501526|7898329441146|SACOS P/ LIXO AVANCO ROLL 050LTS 63X80X3,5|39232990||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898329441146|SACOS P/ LIXO AVANCO ROLL 050LTS 63X80X3,5|39232990||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501527|7896440501619|LIMPA ALUM POLITRIZ LIMAO 500ML|34025000|1100700|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896440501619|LIMPA ALUM POLITRIZ LIMAO 500ML|34025000|1100700|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501528|7894650004227|BAYGON AERO AC TOTAL EUCALIPTO 360ML|38089119||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7894650004227|BAYGON AERO AC TOTAL EUCALIPTO 360ML|38089119||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501529|7896001004504|ESFREBOM ESPONJA MULTIUSO UNITARIA|68053090|1100900|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896001004504|ESFREBOM ESPONJA MULTIUSO UNITARIA|68053090|1100900|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501531|7896098909652|SAB ANT ACT YPE OR ENV 85G|34011190|2003400|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7896098909652|SAB ANT ACT YPE OR ENV 85G|34011190|2003400|5102|20|12|7|0|GO821019|06|0.0|0.0|25.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||128|icms_aliquota, cbenef, naturezareceita
501532|7896102501889|MOLHO QUERO MANJERICAO SC 300G|21032010|1704100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896102501889|MOLHO QUERO MANJERICAO SC 300G|21032010|1704100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501533|7897959801320|ERVA DOCE 10G|12119090|1709700|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897959801320|ERVA DOCE 10G|12119090|1709700|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501534|7896058593365|DISQUETI DP CHOCOLATE 40GR|18069000|1700900|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896058593365|DISQUETI DP CHOCOLATE 40GR|18069000|1700900|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501535|7896003738582|BISC MARIL 350GR LEITE|19053100|1705301|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896003738582|BISC MARIL 350GR LEITE|19053100|1705301|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501536|7891167023017|SARDINHA 88 C/OLEO 125G|16041310|1708100|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891167023017|SARDINHA 88 C/OLEO 125G|16041310|1708100|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501537|7622300992293|BISC CLUB SOCIAL 144G INTEGRAL|19053100|1705300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7622300992293|BISC CLUB SOCIAL 144G INTEGRAL|19053100|1705300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501538|7896102502770|MOLHO CATCHUP QUERO PICANTE 400GR|21032010|1703400|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896102502770|MOLHO CATCHUP QUERO PICANTE 400GR|21032010|1703400|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501539|7894000033808|CALDO KNORR 57GR COSTELA|21041011||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7894000033808|CALDO KNORR 57GR COSTELA|21041011||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501540|7896213006235|VITARELLA BISC C CRACKER 350GR|19053100|1705302|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896213006235|VITARELLA BISC C CRACKER 350GR|19053100|1705302|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501541|7898113014426|AGUA SANITARIA PROEZA 5LT|28289011|1100100|5102|20|7|7|0||01|0.0|0.0|0|0|||0|7898113014426|AGUA SANITARIA PROEZA 5LT|28289011|1100100|5102|20|12|7|0|GO821019|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
501542|7897195981336|SUCO LIFE MARACUJA 900ML|22029900|1711200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897195981336|SUCO LIFE MARACUJA 900ML|22029900|1711200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501543|7896058501568|GRANULADO DORI 70G|18069000|1700900|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896058501568|GRANULADO DORI 70G|18069000|1700900|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501544|7891079012970|MAC NISSIN LAM FRANGO COM ALHO 85G LACN|19023000|1704701|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7891079012970|MAC NISSIN LAM FRANGO COM ALHO 85G LACN|19023000|1704701|5102|20|12|7|0|GO821019|06|0.0|0.0|16.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||119|icms_aliquota, cbenef, naturezareceita
501545|7898284590057|FARINHA DE MANDIOCA TEMPERADA TRADIC 500GR|19019090||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898284590057|FARINHA DE MANDIOCA TEMPERADA TRADIC 500GR|19019090||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501546|7891048050613|GELATINA PO AMORA OETEKER 20G|21069029||5102|20|12|12|0||01|0.0|0.0|0|0|||0|7891048050613|GELATINA PO AMORA OETEKER 20G|21069029||5102|20|19|12|0|GO821022|01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota
501547|7896030892530|COPO DESC COPOBRAS TRANSP PS 200ML 100UN|39241000|1400601|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896030892530|COPO DESC COPOBRAS TRANSP PS 200ML 100UN|39241000|1400601|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501549|7891000109298|PASSATEMPO COOKIE GOTAS CHOC 60G|19053100|1705300|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7891000109298|PASSATEMPO COOKIE GOTAS CHOC 60G|19053100|1705300|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501550|7898934595524|PIRULITO DIPLOKO BOOM AMORA SELVAGEM 11GR|17049020||5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898934595524|PIRULITO DIPLOKO BOOM AMORA SELVAGEM 11GR|17049020||5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501551|7898952439619|OVOS CODORNA SATO 30UN|04072900||5102|40|0|0|0||06|0.0|0.0|0|0|||0|7898952439619|OVOS CODORNA SATO 30UN|04072900||5102|40|0|0|0|GO811010|06|0.0|0.0|15.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||117|cbenef, naturezareceita
501552|7891000261460|CHAMYTO MOR+CER CHOC 130G|04032000|1702100|5102|0|12|12|0||06|0.0|0.0|0|0|||0|7891000261460|CHAMYTO MOR+CER CHOC 130G|04032000|1702100|5102|0|12|12|0||06|0.0|0.0|6.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||110|naturezareceita
501553|7898202616036|COLHER DESC STRAWPLAST REFEIC TRANS 50UN|39241000|1400601|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898202616036|COLHER DESC STRAWPLAST REFEIC TRANS 50UN|39241000|1400601|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501554|7896058599473|GRANULADO DORI 120GR|18069000|1700900|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7896058599473|GRANULADO DORI 120GR|18069000|1700900|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501555|7896629630116|REQUEIJAO CREMOSO CHEDDAR 400G|04061090|1702300|5102|0|19|19|0||06|0.0|0.0|0|0|||0|7896629630116|REQUEIJAO CREMOSO CHEDDAR 400G|04061090|1702300|5102|0|19|19|0||06|0.0|0.0|7.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||111|naturezareceita
501557|7897534807396|PEDRA SANITARIA 25G FLORAL AZULIM|34025000|1100700|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7897534807396|PEDRA SANITARIA 25G FLORAL AZULIM|34025000|1100700|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501558|7898016923146|AZEITONA VERDE FATIADA IMPERADOR 160G|20057000|1709200|5102|0|19|19|0||01|0.0|0.0|0|0|||0|7898016923146|AZEITONA VERDE FATIADA IMPERADOR 160G|20057000|1709200|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0|pis_aliquota, cofins_aliquota
501559|7891910020065|ACUCAR NATURALE DEMERARA UNIAO 1KG|17011400|1710300|5102|20|7|7|0||06|0.0|0.0|0|0|||0|7891910020065|ACUCAR NATURALE DEMERARA UNIAO 1KG|17011400|1710300|5102|20|12|7|0|GO821019|06|0.0|0.0|21.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||124|icms_aliquota, cbenef, naturezareceita
501560|7898080641533|BEB ITALAQUINHO 200MLCHOC ZERO LAC|22029900|1711500|5102|0|19|19|0||06|0.0|0.0|0|0|||0|7898080641533|BEB ITALAQUINHO 200MLCHOC ZERO LAC|22029900|1711500|5102|0|19|19|0||06|0.0|0.0|6.0|2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||110|naturezareceita
