code|await_sync_at|barcode|cbenef|cest|cfop|cofins_aliquota|description|divergent_columns|estado_destino|estado_origem|icms_aliquota|icms_aliquota_reduzida|icms_cst|naturezareceita|naturezareceita_id|ncm|pis_aliquota|piscofins_cst|protege|sequencial|status_item|sync_at|sync_validate_at
503854|2024-10-28 18:04:58.498525+00:00|7891109789858|||5102|0.0|SAND HAV COLOR AZ NAVAL 43/44|pis_aliquota, cofins_aliquota|||19|19|0|0||64022000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503855|2024-10-28 18:04:58.498525+00:00|7898076589658|||5102|0.0|TAMPINHA EVA P/TANQUE/PIA 2X1|pis_aliquota, cofins_aliquota|||19|19|0|0||39269090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503856|2024-10-28 18:04:58.498525+00:00|7891000360361||1702100|5102|0.0|GREGO TRAD+MORANGO 90G|naturezareceita|||12|12|0|0|6.0|04032000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503857|2024-10-28 18:04:58.498525+00:00|7894650013304|||5102|0.0|BAYGON LIQUIDO ACAO TOTAL AGUA 475ML OFERTA|pis_aliquota, cofins_aliquota|||19|19|0|0||38089119|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503858|2024-10-28 18:04:58.498525+00:00|7891150064928||1100600|5102|0.0|FRAC SABAO LIQ OMO 900ML SAC LAV PERFEITA|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503859|2024-10-28 18:04:58.498525+00:00|7896013502166||2002200|5102|0.0|TINTURA NATUCOR INDIV 3.0 CASTANHO ESCURO|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503860|2024-10-28 18:04:58.498525+00:00|7896014080427||2002900|5102|0.0|DC RED APPLE MASCULINO AZUL 55GR|naturezareceita|||21|21|0|0|10.0|33072090|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503861|2024-10-28 18:04:58.498525+00:00|7891991016124||0301001|5405|0.0|GUARANA ANTARCTICA ZERO PET 200ML|naturezareceita|||0|0|60|0|30.0|22021000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503862|2024-10-28 18:04:58.498525+00:00|7897534833906|||5102|0.0|FOGOGEL RED GEL P/QUEIMA NAT 500GR|naturezareceita|||19|19|0|0|9.0|22071090|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503863|2024-10-28 18:04:58.498525+00:00|7891515475642||1704802|5102|0.0|LASANHA FRANGO CONGELADA 600G SADIA|naturezareceita|||19|19|0|0|16.0|19022000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503864|2024-10-28 18:04:58.498525+00:00|7898601690606||1703500|5102|0.0|MOLHO DE PIMENTA CALABRESA 150ML|pis_aliquota, cofins_aliquota|||19|19|0|0||21039091|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503865|2024-10-28 18:04:58.498525+00:00|78930476|||5102|0.0|FITA ADESIVA DUREX 3M 12MMX30M|pis_aliquota, cofins_aliquota|||19|19|0|0||39191010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503866|2024-10-28 18:04:58.498525+00:00|7891035024894|||5102|0.0|INSET SBP CITRONELA AERO LV 450 PG 300ML|pis_aliquota, cofins_aliquota|||19|19|0|0||38089119|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503868|2024-10-28 18:04:58.498525+00:00|7897214700023||2006100|5102|0.0|GRAMPO DARMA PRETO N 5 100X1|pis_aliquota, cofins_aliquota|||19|19|0|0||96159000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503869|2024-10-28 18:04:58.498525+00:00|7896780900202||0202400|5102|0.0|BEB VINHO CANCAO BCO SUAVE 750ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22042100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503870|2024-10-28 18:04:58.498525+00:00|7896440500858|||5102|0.0|LUSTRA MOVEIS CASAFLOR FLORAL 200ML|pis_aliquota, cofins_aliquota|||19|19|0|0||34052000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503871|2024-10-28 18:04:58.498525+00:00|7894650001622|||5102|0.0|GLADE AERO MANHA CAMPO 360ML|naturezareceita|||21|21|0|0|10.0|33074900|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503872|2024-10-28 18:04:58.498525+00:00|7896967851075||2300100|5405|0.0|PTE CHANTILLY FV 1.8L NOIS DO|pis_aliquota, cofins_aliquota|||0|0|60|0||21050010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503873|2024-10-28 18:04:58.498525+00:00|7896009400049||2002300|5102|0.0|CREME DENTAL SENSODYNE ORIGINAL 50G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|26.0|33061000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503874|2024-10-28 18:04:58.498525+00:00|7896256080001|||5102|0.0|OREGANO KODILAR 20G|pis_aliquota, cofins_aliquota|||19|19|0|0||12119010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503875|2024-10-28 18:04:58.498525+00:00|7898901478294||1400601|5102|0.0|COPO DESC BELLA 300ML TRANSP 100UN PS|pis_aliquota, cofins_aliquota|||19|19|0|0||39241000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503876|2024-10-28 18:04:58.498525+00:00|7896085075568||1705300|5102|0.0|ZABET BISC RECHEADO MOUSSE MOREANGO 145G|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503877|2024-10-28 18:04:58.498525+00:00|7898293493820||2002000|5102|0.0|BIOHAIR HIDRACTIVE CREME PENTEAR OLEO DE ARGAN  300G|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503878|2024-10-28 18:04:58.498525+00:00|7896523100890||1700900|5102|0.0|GRANULADO COLORIDO 50G|pis_aliquota, cofins_aliquota|||19|19|0|0||18069000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503879|2024-10-28 18:04:58.498525+00:00|7896629642157||1702100|5102|0.0|IOGURTE PEDACOS MORANGO 100G|naturezareceita|||12|12|0|0|6.0|04032000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503881|2024-10-28 18:04:58.498525+00:00|7891515490430||1704802|5102|0.0|LASANHA TIPO CALAB PD 600G|naturezareceita|||19|19|0|0|16.0|19022000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503882|2024-10-28 18:04:58.498525+00:00|7899026408388||2001200|5102|0.0|ESMALTE COLORAMA CERMOSO GABRIELE SM|naturezareceita|||21|21|0|0|10.0|33043000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503883|2024-10-28 18:04:58.498525+00:00|7896022203559||1704903|5102|0.0|M GALO SEMOLA GRAVATA 500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503884|2024-10-28 18:04:58.498525+00:00|7896440501831|||5102|0.0|DESINF POLITRIZ JASMIM 1.75OLT|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||38089419|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503885|2024-10-28 18:04:58.498525+00:00|7896025802865|||5102|0.0|MOLHO PIMENTA CEPERA 1.010ML VERMELHO|pis_aliquota, cofins_aliquota|||19|19|0|0||21039099|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503886|2024-10-28 18:04:58.498525+00:00|7891080802805|||5102|0.0|CHANTILY BUNGE PRO NEUTRO 1LT|pis_aliquota, cofins_aliquota|||19|19|0|0||21069090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503887|2024-10-28 18:04:58.498525+00:00|7896523107738|||5102|0.0|BALAO LATEX LISO N§65 VERDE ESCURO 50UN|pis_aliquota, cofins_aliquota|||19|19|0|0||95059000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503888|2024-10-28 18:04:58.498525+00:00|7891008123302||1700300|5102|0.0|CHOC GAROTO TALENTO AMEND/PASS 90GR|pis_aliquota, cofins_aliquota|||19|19|0|0||18063210|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503889|2024-10-28 18:04:58.498525+00:00|7891022101478|||5102|0.0|DESINF PINHO BRIL BRISA DO MAR 1L|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||38089419|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503890|2024-10-28 18:04:58.498525+00:00|7896072911145||0202200|5102|0.0|BEB CHAMP SIDRA CERESER 660ML|pis_aliquota, cofins_aliquota|||27|27|0|0||22060010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503891|2024-10-28 18:04:58.498525+00:00|7899706193535||2001200|5102|0.0|ESMALTE COLORAMA BLOQUINHO FANTASIA OK|naturezareceita|||21|21|0|0|10.0|33043000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503892|2024-10-28 18:04:58.498525+00:00|7702018951185||2002600|5102|0.0|ESPUMA DE BARBEAR GILLETTE PRESTOBARBA PELE SENSIVEL 150G|naturezareceita|||21|21|0|0|10.0|33071000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503893|2024-10-28 18:04:58.498525+00:00|7898633830179|||5102|0.0|BARBANTE JK CRU 100GR N08|pis_aliquota, cofins_aliquota|||19|19|0|0||52071000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503894|2024-10-28 18:04:58.498525+00:00|7896256080759||1703500|5102|0.0|TEMPERAFACIL CARNE LEGUMES ARROZ KODILAR 60G|pis_aliquota, cofins_aliquota|||19|19|0|0||21039021|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503895|2024-10-28 18:04:58.498525+00:00|7891182017053||2001200|5102|0.0|ESMALTE RISQUE CREMOSO CARMIM|naturezareceita|||21|21|0|0|10.0|33043000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503896|2024-10-28 18:04:58.498525+00:00|7896314798312||1101200|5102|0.0|SACO P/ LIXO STARLUX ECON ROLO 100LT|pis_aliquota, cofins_aliquota|||19|19|0|0||39232990|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503897|2024-10-28 18:04:58.498525+00:00|7898314110118|||5102|0.0|WHITE LUB SUP.SINT.AER.300ML|pis_aliquota, cofins_aliquota|||19|19|0|0||38249941|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503898|2024-10-28 18:04:58.498525+00:00|7891000107485|||5102|0.0|CHANDELLE CHANT CHOC 200G|pis_aliquota, cofins_aliquota|||19|19|0|0||19019090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503899|2024-10-28 18:04:58.498525+00:00|7898357412361|||5102|0.0|PAO DE ALHO PICANTE 320GR|pis_aliquota, cofins_aliquota|||19|19|0|0||22011000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503900|2024-10-28 18:04:58.498525+00:00|7897534800557|||5102|0.0|DESINF.VOREL CITRUS 2L|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||38089419|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503901|2024-10-28 18:04:58.498525+00:00|7891025121633||1711500|5102|0.0|DANONE POLPA ED ESP MIX FRUTAS 510G|naturezareceita|||19|19|0|0|6.0|22029900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503902|2024-10-28 18:04:58.498525+00:00|7896256040586|||5102|0.0|GUARANA EM PO KODILAR 100G|pis_aliquota, cofins_aliquota|||19|19|0|0||21069030|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503903|2024-10-28 18:04:58.498525+00:00|7892300002852||1703500|5102|0.0|TEMPERO PO PARA ARROZ 50G|pis_aliquota, cofins_aliquota|||19|19|0|0||21039021|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503904|2024-10-28 18:04:58.498525+00:00|7896029047101||2200100|5102|0.0|WHISKAS SACHE FILHOTE CARNE 85G|pis_aliquota, cofins_aliquota|||19|19|0|0||23099010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503905|2024-10-28 18:04:58.498525+00:00|7896005800652||1710700|5102|0.0|CAFE SOLUVEL 3 CORAÇÕES GRANULADO TRADICIONAL VIDRO ASTECA 5|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|20.0|21011110|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503906|2024-10-28 18:04:58.498525+00:00|7899560208000|||5102|0.0|BOTINA ORDEM 1507|pis_aliquota, cofins_aliquota|||19|19|0|0||64059000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503907|2024-10-28 18:04:58.498525+00:00|7896902211209||2002000|5102|0.0|OLEO CORPORAL CAPILAR FARMAX COCO 100ML|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503908|2024-10-28 18:04:58.498525+00:00|7897534800526||1100100|5102|0.0|CLORO VIDA 1L FLORAL ALVEJANTE PERF|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503909|2024-10-28 18:04:58.498525+00:00|7898965982300|||5102|0.0|OVOS GRANDE VERMELHO CAIPIRA OMEGA 20UN|cbenef, naturezareceita|||0|0|40|0|15.0|04072100|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503910|2024-10-28 18:04:58.498525+00:00|7890002012315||1000600|5102|0.0|JOELHO LL 25MM|pis_aliquota, cofins_aliquota|||19|19|0|0||39174090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503911|2024-10-28 18:04:58.498525+00:00|7891027151454||1902000|5102|0.0|RECIBO TIL COMERCIAL C/ CANHOTO 50FL|pis_aliquota, cofins_aliquota|||19|19|0|0||48201000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503912|2024-10-28 18:04:58.498525+00:00|7896051165491||1702400|5102|0.0|QUEIJO PARMESAO RALADO ITAMBE PC 100G|naturezareceita|||12|12|0|0|7.0|04062000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503913|2024-10-28 18:04:58.498525+00:00|7908324400694||2003400|5102|0.0|SAB FRANCIS LUXO HYDRATTA MACADAMIA AUST 90GR|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503914|2024-10-28 18:04:58.498525+00:00|7898178890010|||5102|0.0|KIT STYLE DIVERSOS|pis_aliquota, cofins_aliquota|||19|19|0|0||68053090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503915|2024-10-28 18:04:58.498525+00:00|7891035285219||1100700|5102|0.0|LIMP VEJA 1LT L PES CLORO 2EM1 20% DESC|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503916|2024-10-28 18:04:58.498525+00:00|7896214532504||1709400|5102|0.0|GELEIA QUEENSBERRY 320GR MORANGO|pis_aliquota, cofins_aliquota|||19|19|0|0||20079910|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503917|2024-10-28 18:04:58.498525+00:00|7899465201465|||5102|0.0|MEL CR FLORADA SILVESTRE 3305G|pis_aliquota, cofins_aliquota|||19|19|0|0||04090000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503918|2024-10-28 18:04:58.498525+00:00|7898601690422|||5102|0.0|OREGANO ESMERALDA 30G GARRAFA|pis_aliquota, cofins_aliquota|||19|19|0|0||12119010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503919|2024-10-28 18:04:58.498525+00:00|7896110093451||2004300|5102|0.0|PAPEL HIG F DUP CHARME 12UN NEUTRO 30MT|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|27.0|48181000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503920|2024-10-28 18:04:58.498525+00:00|7891150063594||2002300|5102|0.0|CREME DENTAL CLOSE UP 90G ALOE FRESH|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|26.0|33061000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503921|2024-10-28 18:04:58.498525+00:00|7891098040831||1711000|5102|0.0|ICE TEA LIMAO PT 300ML|naturezareceita|||19|19|0|0|30.0|22021000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503922|2024-10-28 18:04:58.498525+00:00|7892300002913||1704701|5102|0.0|MACARRAO INST GALINHA CAIP SINHA 85G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19023000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503923|2024-10-28 18:04:58.498525+00:00|7891000096864||1702100|5102|0.0|GREGO LIGHT 3 SAB 90G|naturezareceita|||12|12|0|0|6.0|04032000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503924|2024-10-28 18:04:58.498525+00:00|7894650000403|||5102|0.0|INSET RAID AERO MULTI B AGUA 300ML|pis_aliquota, cofins_aliquota|||19|19|0|0||38089119|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503925|2024-10-28 18:04:58.498525+00:00|7897534809604||1100600|5102|0.0|TUFF LAVA ROUPAS CONCENTRADO 1LT|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503926|2024-10-28 18:04:58.498525+00:00|7897071280539|||5102|0.0|PANO DE MICROFIBRA AZUL 50X90|pis_aliquota, cofins_aliquota|||19|19|0|0||63071000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503927|2024-10-28 18:04:58.498525+00:00|7898601690408|||5102|0.0|PIMENTA CALABRESA PESO LIQ 50GR GARRAFA|pis_aliquota, cofins_aliquota|||19|19|0|0||09042200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503928|2024-10-28 18:04:58.498525+00:00||||5102|0.0|BERINJELA KG|cbenef, naturezareceita|||0|0|40|0|14.0|07093000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503929|2024-10-28 18:04:58.498525+00:00|7891176117646||2002100|5102|0.0|NEUTROX CONDICIONADOR CLASSICO 300ML|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503930|2024-10-28 18:04:58.498525+00:00|7898919411931||2002901|5102|0.0|OLEO AMENDOS PAIXAO 100ML TENTADORA 100ML|naturezareceita|||21|21|0|0|10.0|33072090|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503931|2024-10-28 18:04:58.498525+00:00|7891035001482||1100700|5102|0.0|ALVEJANTE VANISH 120GR WHITE SACHE|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503932|2024-10-28 18:04:58.498525+00:00|7622210732316||1700300|5102|0.0|CHOC LACTA 60% CACAU MIX NUT|pis_aliquota, cofins_aliquota|||19|19|0|0||18063210|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503933|2024-10-28 18:04:58.498525+00:00|7622210573933||1705300|5102|0.0|BISC TRAKINAS RECH TORTA DE LIMAO 126G|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503934|2024-10-28 18:04:58.498525+00:00|7896072093711|||5102|0.0|GELATINA BRETZKE 10GR DIET MORANGO|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||12|12|20|0||21069029|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503935|2024-10-28 18:04:58.498525+00:00|7896423459012||1700200|5102|0.0|SNICKERS LIMAO 42G|pis_aliquota, cofins_aliquota|||19|19|0|0||18063110|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503936|2024-10-28 18:04:58.498525+00:00|7894900018233||0301001|5102|0.0|KIT DIVERSOS SABORES 2L|pis_aliquota, cofins_aliquota|||19|19|0|0||22021000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503937|2024-10-28 18:04:58.498525+00:00|7891200015573|||5102|0.0|COLA SUPER BONDER ULTRA 20G SM|pis_aliquota, cofins_aliquota|||19|19|0|0||35061010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503938|2024-10-28 18:04:58.498525+00:00|7898284590040|||5102|0.0|FARINHA DE MANDIOCA LISA GROSSA 500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|4.0|11062000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503939|2024-10-28 18:04:58.498525+00:00|7898621080357|||5102|0.0|FLANELA ECOLOGICA 38X58|pis_aliquota, cofins_aliquota|||19|19|0|0||63071000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503941|2024-10-28 18:04:58.498525+00:00|7896058592641|||5102|0.0|BALAS MORANGO RECHEADA 70GR|pis_aliquota, cofins_aliquota|||19|19|0|0||17049020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503942|2024-10-28 18:04:58.498525+00:00|7896585257679||1706201|5102|0.0|BOLINHA DE QUEIJO PCT 800G|pis_aliquota, cofins_aliquota|||19|19|0|0||19059090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503943|2024-10-28 18:04:58.498525+00:00|7897282300323||1702900|5102|0.0|DOCE CAIXINHA AMENDOIN C/LEITE 300G|pis_aliquota, cofins_aliquota|||19|19|0|0||19019020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503944|2024-10-28 18:04:58.498525+00:00|7896003702309||1705900|5102|0.0|BISC MARIL LEV 150GR MAGIC TOST ORIGINAL|pis_aliquota, cofins_aliquota|||19|19|0|0||19054000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503945|2024-10-28 18:04:58.498525+00:00|7500435128926||2001700|5102|0.0|SHA PANTENE MICELAR 200ML|naturezareceita|||21|21|0|0|10.0|33051000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503946|2024-10-28 18:04:58.498525+00:00|7891035032004|||5102|0.0|PASSE BEM 500ML PULVERIZADOR|pis_aliquota, cofins_aliquota|||19|19|0|0||35051000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503947|2024-10-28 18:04:58.498525+00:00|7898633830131|||5102|0.0|BARBANTE JK CRU 250GR N08|pis_aliquota, cofins_aliquota|||19|19|0|0||52071000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503949|2024-10-28 18:04:58.498525+00:00|7509546678832||2003400|5102|0.0|SAB PROTEX 90GR CARVAO DETOX|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503950|2024-10-28 18:04:58.498525+00:00|7896102000160||1703500|5102|0.0|MOLHO BARBECUE HEINZ TRADICIONAL 397G|pis_aliquota, cofins_aliquota|||19|19|0|0||21039091|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503951|2024-10-28 18:04:58.498525+00:00|7891515557317||1702500|5102|0.0|MANTEIGA QUALY 200G COM SAL|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|23.0|04051000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503952|2024-10-28 18:04:58.498525+00:00|7898073780058||2003201|5102|0.0|CERA DEPILATORIA EPHYGENY POTE MEL 300GR|naturezareceita|||21|21|0|0|10.0|33079000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503953|2024-10-28 18:04:58.498525+00:00|7891150019508||2001700|5102|0.0|SHAMPOO ANTICASPA CLEAR LIMPEZA PROFUNDA 200ML|naturezareceita|||21|21|0|0|10.0|33051000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503954|2024-10-28 18:04:58.498525+00:00|7896003706598||1705300|5102|0.0|BISC PIT STOP PAO  NA CHAPA 162GR|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503955|2024-10-28 18:04:58.498525+00:00|7891360629573|||5102|0.0|APONTADOR FABER C/DEPOSITO (125LVZF)|pis_aliquota, cofins_aliquota|||19|19|0|0||82141000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503956|2024-10-28 18:04:58.498525+00:00|7898902259519|||5102|0.0|REFRESCO SOTRIX MARACUJA 160G|pis_aliquota, cofins_aliquota|||19|19|0|0||21069010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503957|2024-10-28 18:04:58.498525+00:00|7896005804629||1710900|5102|0.0|CAPP 3C BAUN ABRA COR PT 200G|pis_aliquota, cofins_aliquota|||19|19|0|0||21011200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503958|2024-10-28 18:04:58.498525+00:00|7897827600765|||5102|0.0|UD PORTA LATA ISOPOR ISOESTE 350ML|pis_aliquota, cofins_aliquota|||19|19|0|0||39239090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503959|2024-10-28 18:04:58.498525+00:00|7896048258014|||5102|0.0|VINAGRE CASTELO VINHO TINTO 750ML|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||22090000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503960|2024-10-28 18:04:58.498525+00:00|7896021300419||1704907|5102|0.0|STA AMALIA MAC OVOS PENA 500G|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021100|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
503961|2024-10-28 18:04:58.498525+00:00|7898331012815||1704606|5102|0.0|FLEISCH MIST BOLO FUBA 390G|pis_aliquota, cofins_aliquota|||19|19|0|0||19012090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503962|2024-10-28 18:04:58.498525+00:00|7891350034615||2002800|5102|0.0|DESODORANTE AEROSOL MONANGE SENSIV S/PER 90GR|naturezareceita|||21|21|0|0|10.0|33072010|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
503963|2024-10-28 18:04:58.498525+00:00|7896314701695|||5102|0.0|SANTA MARIA VASSOURA PIACALUX|pis_aliquota, cofins_aliquota|||19|19|0|0||39269090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503964|2024-10-28 18:04:58.498525+00:00|7896098813720||1301200|5102|0.0|LUVA MUCAMBO 137 AZUL G|pis_aliquota, cofins_aliquota|||19|19|0|0||40151900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503965|2024-10-28 18:04:58.498525+00:00|7896029079560||2200100|5102|0.0|PEDIGREE LATA AD PED CARNE 290G|pis_aliquota, cofins_aliquota|||19|19|0|0||23099010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
503966|2024-10-28 18:04:58.498525+00:00|7896018209176||1705300|5102|0.0|PAO DE MEL BARION CHOCOLATE 23G|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
