code|await_sync_at|barcode|cbenef|cest|cfop|cofins_aliquota|description|divergent_columns|estado_destino|estado_origem|icms_aliquota|icms_aliquota_reduzida|icms_cst|naturezareceita|naturezareceita_id|ncm|pis_aliquota|piscofins_cst|protege|sequencial|status_item|sync_at|sync_validate_at
502599|2024-10-28 18:04:58.498525+00:00|7896360400207||1100100|5102|0.0|AGUA SANIT ZUPP 5L|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||28289011|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502600|2024-10-28 18:04:58.498525+00:00|7891350034844||2002000|5102|0.0|GEL CAPILAR BOZZANO BRILHO MOLHADO INCOLOR 300GR|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502601|2024-10-28 18:04:58.498525+00:00|7896020160069||2002900|5102|0.0|TENYS PE BARUEL CANFORADO 100G|naturezareceita|||21|21|0|0|10.0|33072090|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502602|2024-10-28 18:04:58.498525+00:00|7891000244449||1702100|5102|0.0|NESTLE IOG MORANGO 1.250GR|naturezareceita|||12|12|0|0|6.0|04032000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502603|2024-10-28 18:04:58.498525+00:00|7897282300606|||5102|0.0|RAPADURA PURA 600G|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||17039000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502604|2024-10-28 18:04:58.498525+00:00|4005900696830||2003400|5102|0.0|SABO NIVEA 85GR FLOR DE LARANJEIRA|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502605|2024-10-28 18:04:58.498525+00:00|7891000120750|||5102|0.0|CHANDELLE CHOC 720G|pis_aliquota, cofins_aliquota|||19|19|0|0||04039000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502606|2024-10-28 18:04:58.498525+00:00|7896004006819||1705300|5102|0.0|PRT BISC RECH SUCRILHOS B CHOC 168G|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502607|2024-10-28 18:04:58.498525+00:00|7892840820596||1703101|5102|0.0|SALG TORCIDA 38G VINAGRETE|pis_aliquota, cofins_aliquota|||19|19|0|0||19059090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502609|2024-10-28 18:04:58.498525+00:00|7896003738506||1705301|5102|0.0|BISC MARIL 170GR MAIZENA|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502610|2024-10-28 18:04:58.498525+00:00|7891089062736|||5102|0.0|AMEIXA LA VIOLETERA SECA S/CAROCO 100GR|naturezareceita|||19|19|0|0|14.0|08132020|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502611|2024-10-28 18:04:58.498525+00:00|070330183582||1902700|5102|0.0|CANETA BIC CRISTAL FINA PRETA|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||12|12|20|0||96081000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502612|2024-10-28 18:04:58.498525+00:00|7908324403268||1100400|5102|0.0|DETEG PO MIN AZUL 800G|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502613|2024-10-28 18:04:58.498525+00:00|7896058258530||1705301|5102|0.0|TRIUNFO MAIZENA 345G|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502614|2024-10-28 18:04:58.498525+00:00|7898403770049||1101200|5102|0.0|SL ARTIPLAST BIG PRT 100L FD|pis_aliquota, cofins_aliquota|||19|19|0|0||39232990|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502615|2024-10-28 18:04:58.498525+00:00|7891109604007|||5102|0.0|SAND HAV COLOR PRETO 37/38|pis_aliquota, cofins_aliquota|||19|19|0|0||64022000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502616|2024-10-28 18:04:58.498525+00:00|7896967821016||2300100|5405|0.0|PTE MOR LT CON 82G SUNDAE|pis_aliquota, cofins_aliquota|||0|0|60|0||21050010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502617|2024-10-28 18:04:58.498525+00:00|7898901478232||1400601|5102|0.0|PRATO DESC TERMOPOT 21CM 10UN|pis_aliquota, cofins_aliquota|||19|19|0|0||39241000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502618|2024-10-28 18:04:58.498525+00:00|7896098905937|||5102|0.0|SABAO BARRA YPE MULTIATIVO PE 5X180G|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||34011900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502619|2024-10-28 18:04:58.498525+00:00|7891025101543||1711500|5102|0.0|LEITE AROMATIZADO DANETE UHT 1000ML|naturezareceita|||19|19|0|0|6.0|22029900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502620|2024-10-28 18:04:58.498525+00:00|7896024801104|||5102|0.0|CEVADA TORRADA/MOIDA SUPERBOM 500GR|pis_aliquota, cofins_aliquota|||19|19|0|0||21013000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502621|2024-10-28 18:04:58.498525+00:00|7896071025546||1703000|5102|0.0|SALGADINHO SKINY CLASSICO NATURAL 78G|pis_aliquota, cofins_aliquota|||19|19|0|0||19041000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502622|2024-10-28 18:04:58.498525+00:00|7896080810140||1704903|5102|0.0|MAC LIANE COMUM 1KG COMPRIDO N4|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502623|2024-10-28 18:04:58.498525+00:00|7894900910018||0301002|5405|0.0|KUAT GUARANA LATA 350ML|naturezareceita|||0|0|60|0|30.0|22021000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502625|2024-10-28 18:04:58.498525+00:00|7891150024816||2003400|5102|0.0|SAB REXONA 84GR BAMBOO FRESH|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502626|2024-10-28 18:04:58.498525+00:00|7892300001886|||5102|0.0|ALPISTE BONTRATO 500G|pis_aliquota, cofins_aliquota|||19|19|0|0||10083090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502627|2024-10-28 18:04:58.498525+00:00|7894904281961||1707700|5102|0.0|BIFE DE LINGUICA COM CHIMICHURRI 70GR|pis_aliquota, cofins_aliquota|||19|19|0|0||16010000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502628|2024-10-28 18:04:58.498525+00:00|7897534800502||1100700|5102|0.0|PASTA DE BRILHO ALUMIL 500G|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502629|2024-10-28 18:04:58.498525+00:00|7898951850095||1704906|5102|0.0|MASSA BARILLA C/OVOS PENNE 500GR|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|16.0|19021100|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502630|2024-10-28 18:04:58.498525+00:00|7622210696373|||5102|0.0|REFRESCO CLIGHT 8GR ABACAXI|pis_aliquota, cofins_aliquota|||19|19|0|0||21069010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502631|2024-10-28 18:04:58.498525+00:00|7897323600047|||5102|0.0|SABAO ESTRELA PLUS 1KG|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||34011900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502632|2024-10-28 18:04:58.498525+00:00|7891132110261|||5102|0.0|SAZON CALDO PICANHA 32.5GR|pis_aliquota, cofins_aliquota|||19|19|0|0||21041011|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502633|2024-10-28 18:04:58.498525+00:00|7891155002529||1400200|5102|0.0|COPO VDO AMERICANO NADIR 300ML DUPLO|pis_aliquota, cofins_aliquota|||19|19|0|0||70133700|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502634|2024-10-28 18:04:58.498525+00:00|7896058503852||1703300|5102|0.0|AM PETTIZ CROCANTE PIMENTA VERM 150GR|pis_aliquota, cofins_aliquota|||19|19|0|0||20081100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502635|2024-10-28 18:04:58.498525+00:00|7891350032741||2002800|5102|0.0|DESODORANTE AEROSOL BOZZANO FRESH 150MLS|naturezareceita|||21|21|0|0|10.0|33072010|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502636|2024-10-28 18:04:58.498525+00:00|7897089700180|||5102|0.0|OREGANO 10G|pis_aliquota, cofins_aliquota|||19|19|0|0||12119010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502637|2024-10-28 18:04:58.498525+00:00|7894900660265||1711200|5102|0.0|DV NECTAR GOIABA LT 290ML|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502638|2024-10-28 18:04:58.498525+00:00|7908324403312||1100400|5102|0.0|DETERG PÓ MINUANO ROXO 800G|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502639|2024-10-28 18:04:58.498525+00:00|7896110061221||2004700|5102|0.0|PAPEL TOALHA SNOB BRANCA 2UN 60 FOLHAS|pis_aliquota, cofins_aliquota|||19|19|0|0||48189090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502640|2024-10-28 18:04:58.498525+00:00|7898966448683||2003401|5102|0.0|ISABABY TOALHA UMEDECIDA HORA DE BRINCAR LV10|naturezareceita|||19|19|0|0|10.0|34011190|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502641|2024-10-28 18:04:58.498525+00:00|78938588||1711200|5102|0.0|DV FRUT UVA 200ML|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502642|2024-10-28 18:04:58.498525+00:00|7896683409994|||5102|0.0|BRA MARIA MOLE LUAL CXT 50GR|pis_aliquota, cofins_aliquota|||19|19|0|0||21069029|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502643|2024-10-28 18:04:58.498525+00:00|7891035285172||1100700|5102|0.0|LIMP VEJA 500ML M USO LAV C/ALCOOL 10%DESC|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502644|2024-10-28 18:04:58.498525+00:00|7896098904176||1100700|5102|0.0|L PERF YPE JD SECRETO FR 500ML 30%|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502645|2024-10-28 18:04:58.498525+00:00|7896051145646||1702900|5102|0.0|DOCE DE LEITE TRADICIONAL LATA 395G|pis_aliquota, cofins_aliquota|||19|19|0|0||19019020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502646|2024-10-28 18:04:58.498525+00:00|7898016920947||1709200|5102|0.0|AZEITONA VERDE PREMIUM IMPERADOR 360G|pis_aliquota, cofins_aliquota|||19|19|0|0||20057000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502647|2024-10-28 18:04:58.498525+00:00|7898080642165||1704606|5102|0.0|MISTURA PARA BOLO CENOURA 400G ITALAC|pis_aliquota, cofins_aliquota|||19|19|0|0||19012090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502648|2024-10-28 18:04:58.498525+00:00|7898601690163|||5102|0.0|ACAFRAO PESO LIQ 90GR GARRAFA|pis_aliquota, cofins_aliquota|||19|19|0|0||09102000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502649|2024-10-28 18:04:58.498525+00:00|7898040080501|||5102|0.0|FILE TILAPIA IQF BOUA 400G|naturezareceita|||12|12|0|0|19.0|03046100|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502650|2024-10-28 18:04:58.498525+00:00|7891150037342||2002100|5102|0.0|CONDICIONADOR SEDA PRETOS LUMINOSOS 325ML|naturezareceita|||21|21|0|0|10.0|33059000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502651|2024-10-28 18:04:58.498525+00:00|7898902259489|||5102|0.0|REFRESCO SOTRIX UVA 160G|pis_aliquota, cofins_aliquota|||19|19|0|0||21069010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502652|2024-10-28 18:04:58.498525+00:00|7898080640826||1711500|5102|0.0|BEBIDA LACTEA UHT MIX DE FRUTAS 200ML ITALAC|naturezareceita|||19|19|0|0|6.0|22029900|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502653|2024-10-28 18:04:58.498525+00:00|7896098813713||1301200|5102|0.0|LUVA MUCAMBO 137 AZUL PQ|pis_aliquota, cofins_aliquota|||19|19|0|0||40151900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502654|2024-10-28 18:04:58.498525+00:00|7891132013012|||5102|0.0|AJINOMOTO REALCADOR SABOR ESTOJO 200G|pis_aliquota, cofins_aliquota|||19|19|0|0||29224220|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502655|2024-10-28 18:04:58.498525+00:00|7897089700197|||5102|0.0|PIMENTA CALABRESA 20G|pis_aliquota, cofins_aliquota|||19|19|0|0||09041200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502656|2024-10-28 18:04:58.498525+00:00|7896098900710||1100400|5102|0.0|L R PO TIXAN 1KG PRIMAVERA|pis_aliquota, cofins_aliquota|||19|19|0|0||34025000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502658|2024-10-28 18:04:58.498525+00:00|||1706000|5102|0.0|PAO HAMBURGUER SUPER+ KG|pis_aliquota, cofins_aliquota|||19|19|0|0||19059010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502659|2024-10-28 18:04:58.498525+00:00|7898080641601||1704606|5102|0.0|MISTURA PARA BOLO LIMAO 400G ITALAC|pis_aliquota, cofins_aliquota|||19|19|0|0||19012090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502660|2024-10-28 18:04:58.498525+00:00|7898016923283||1709200|5102|0.0|AZEITONA VERDE RECH IMPERADOR 190G|pis_aliquota, cofins_aliquota|||19|19|0|0||20057000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502661|2024-10-28 18:04:58.498525+00:00|7899567219412||1707701|5102|0.0|SALSICHA APERITIVO BORDON APIMENTADA 150G|pis_aliquota, cofins_aliquota|||19|19|0|0||16010000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502662|2024-10-28 18:04:58.498525+00:00|7896212911523||1706900|5102|0.0|OLEO DE GIRASSOL CRYSTAL 900ML|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|22.0|15121911|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502663|2024-10-28 18:04:58.498525+00:00|7898956947707||1711200|5102|0.0|ADORALLE NECTAR UVA 200ML|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502664|2024-10-28 18:04:58.498525+00:00|7891340303912||1705700|5102|0.0|BISC ITAMARATY 055GR LOOKY BEIJINHO|pis_aliquota, cofins_aliquota|||19|19|0|0||19053200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502665|2024-10-28 18:04:58.498525+00:00|7898489521153||2003400|5102|0.0|SAB LA FLORE VEGANO 150GR FLOR DE CEREJA|icms_aliquota, cbenef, naturezareceita|||7|7|20|0|25.0|34011190|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502666|2024-10-28 18:04:58.498525+00:00|7891515496234||1704802|5102|0.0|LASANHA DE FRANGO COM BACON 600G PD|naturezareceita|||19|19|0|0|16.0|19022000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502667|2024-10-28 18:04:58.498525+00:00|7898329440064|||5102|0.0|ESCOVA OVAL GRD|pis_aliquota, cofins_aliquota|||19|19|0|0||96039000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502668|2024-10-28 18:04:58.498525+00:00|7896029046562||2200100|5102|0.0|WHISKAS SACHE ADUL ATUM 85G|pis_aliquota, cofins_aliquota|||19|19|0|0||23099010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502669|2024-10-28 18:04:58.498525+00:00|7896225700923||1703200|5102|0.0|BATATA PALHA TRADICIONAL SANDELLA 140G|pis_aliquota, cofins_aliquota|||19|19|0|0||20052000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502671|2024-10-28 18:04:58.498525+00:00|7898909066202||1704100|5102|0.0|EXTRATO GOIALLI POTE 310GR|pis_aliquota, cofins_aliquota|||19|19|0|0||21032010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502672|2024-10-28 18:04:58.498525+00:00|7891515476229||1704802|5102|0.0|LASANHA CALABRESA SADIA 600GR|naturezareceita|||19|19|0|0|16.0|19022000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502673|2024-10-28 18:04:58.498525+00:00|7896440501640|||5102|0.0|CERA VERDE GALAO 1.750LT|pis_aliquota, cofins_aliquota|||19|19|0|0||34042010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502674|2024-10-28 18:04:58.498525+00:00|7896071024839||1705300|5102|0.0|BISC TODDY RECH CHOCOLATE 100G|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502675|2024-10-28 18:04:58.498525+00:00|7897384700052|||5102|0.0|FORRA FOGAO BOREDA 27X27CM|pis_aliquota, cofins_aliquota|||19|19|0|0||76071190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502676|2024-10-28 18:04:58.498525+00:00|7898080641571||1704606|5102|0.0|MISTURA PARA BOLO COCO 400G ITALAC|pis_aliquota, cofins_aliquota|||19|19|0|0||19012090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502678|2024-10-28 18:04:58.498525+00:00|7908228801672|||5102|0.0|FINI GIGANTAO TWISTER 27GR|pis_aliquota, cofins_aliquota|||19|19|0|0||17049020|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502679|2024-10-28 18:04:58.498525+00:00|7896098900628|||5102|0.0|DESINFETANTE PINHO YPE LAVANDA FRASCO 500ML|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||38089419|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502680|2024-10-28 18:04:58.498525+00:00|7894900087086||1711500|5102|0.0|ADES 1LT MORANGO|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502681|2024-10-28 18:04:58.498525+00:00|7896324400878||1710900|5102|0.0|CAPP.CREMOSO SACHE CAJUBA 12GR|pis_aliquota, cofins_aliquota|||19|19|0|0||21011190|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502682|2024-10-28 18:04:58.498525+00:00|7898916438603||2001500|5102|0.0|BATON MANTEIGA DE CACAU FPS 15 NUTRYDERM|naturezareceita|||21|21|0|0|10.0|33049990|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502683|2024-10-28 18:04:58.498525+00:00|7896360400399|||5102|0.0|DESINF ZUPP FRESCOR LAVANDA 2L|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||38089419|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502684|2024-10-28 18:04:58.498525+00:00|7891000260609||1702100|5102|0.0|NESTON MAC/BAN 170G|naturezareceita|||12|12|0|0|6.0|04032000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502685|2024-10-28 18:04:58.498525+00:00|7896003706536||1705300|5102|0.0|BISC MARIL PIT STOP 162GR ORIGINAL|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502686|2024-10-28 18:04:58.498525+00:00|7898621080166|||5102|0.0|PANO BOM 60X90CM|pis_aliquota, cofins_aliquota|||19|19|0|0||63071000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502687|2024-10-28 18:04:58.498525+00:00|7897959800132|||5102|0.0|OREGANO 20G|pis_aliquota, cofins_aliquota|||19|19|0|0||12119010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502688|2024-10-28 18:04:58.498525+00:00|7896030813313||1400601|5102|0.0|COPO DESC COPOBRAS CHOPP PP 300ML 50UN|pis_aliquota, cofins_aliquota|||19|19|0|0||39241000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502689|2024-10-28 18:04:58.498525+00:00||||5102|0.0|BACALHAU SAITHE 7/09|pis_aliquota, cofins_aliquota|||12|12|0|0||03055100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502690|2024-10-28 18:04:58.498525+00:00|7896030800931||1400600|5102|0.0|PRATO ISOPOR COPOBRAS BCO 15CM 25UN|pis_aliquota, cofins_aliquota|||19|19|0|0||39241000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502691|2024-10-28 18:04:58.498525+00:00|7891089100575||1709200|5102|0.0|AZEITONAS LA VIOLETERA 100GR SACHE|pis_aliquota, cofins_aliquota|||19|19|0|0||20057000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502692|2024-10-28 18:04:58.498525+00:00|7896520021372||1711200|5102|0.0|NECTAR PESS LAFRUIT 1LT|pis_aliquota, cofins_aliquota|||19|19|0|0||22029900|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502693|2024-10-28 18:04:58.498525+00:00|7896372400110||1706201|5102|0.0|BISC PAO DE MEL BOLAMEL 300GR ACUCAR|pis_aliquota, cofins_aliquota|||19|19|0|0||19059090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502694|2024-10-28 18:04:58.498525+00:00|7898080641786||1704606|5102|0.0|MISTURA PARA BOLO FUBA 400G ITALAC|pis_aliquota, cofins_aliquota|||19|19|0|0||19012090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502695|2024-10-28 18:04:58.498525+00:00|7891150037434||2001700|5102|0.0|SHA SEDA CRESCIMENTO SAUDAVEL 325ML|naturezareceita|||21|21|0|0|10.0|33051000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502696|2024-10-28 18:04:58.498525+00:00|7891153073217|||5102|0.0|MASSA MODELAR ACRILEX SOFT 6CORES|pis_aliquota, cofins_aliquota|||19|19|0|0||34070010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502697|2024-10-28 18:04:58.498525+00:00|7898909747231|||5102|0.0|PANO PRATO COPALIMPA PINTADO ESPECIAL 68X48|pis_aliquota, cofins_aliquota|||19|19|0|0||63071000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502698|2024-10-28 18:04:58.498525+00:00|7891010087807||2005000|5102|0.0|PROT CARFREE DIARIO BRISA S/PERFUME 15UN|pis_aliquota, cofins_aliquota|||19|19|0|0||96190000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502699|2024-10-28 18:04:58.498525+00:00|7896003738537||1705301|5102|0.0|BISC MARIL 350GR MAIZENA INTEGRAL|pis_aliquota, cofins_aliquota|||19|19|0|0||19053100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502700|2024-10-28 18:04:58.498525+00:00|7891035010200||1100100|5102|0.0|ANIL IMPERIAL COLMAN 10X1|pis_aliquota, cofins_aliquota|||19|19|0|0||32064100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502701|2024-10-28 18:04:58.498525+00:00|7893000672109||1706201|5102|0.0|PIZZAS MISTA FGO C/REQ MUSS 460G SADIA|pis_aliquota, cofins_aliquota|||19|19|0|0||19059090|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502702|2024-10-28 18:04:58.498525+00:00|7890002016870||1007900|5102|0.0|TORNEIRA JARDIM 1/2|pis_aliquota, cofins_aliquota|||19|19|0|0||84818019|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502703|2024-10-28 18:04:58.498525+00:00|7896001004658||1400500|5102|0.0|ESPONJA BANHO SLOW 1UND|pis_aliquota, cofins_aliquota|||19|19|0|0||39249000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502704|2024-10-28 18:04:58.498525+00:00|7891000110430||1702100|5102|0.0|PETIT CHAMB CHOC 320G|pis_aliquota, cofins_aliquota|||19|19|0|0||04039000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502706|2024-10-28 18:04:58.498525+00:00|7897534812642|||5102|0.0|AZULIM DILUIVEL 140ML EUCALIPTO DESIN|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||38089419|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502707|2024-10-28 18:04:58.498525+00:00|7896045506095||0302103|5405|0.0|BAVARIA LATA 350ML|naturezareceita|||0|0|60|0|30.0|22030000|0.0|6|0|0|2|2024-10-28 19:20:05.131248+00:00|
502708|2024-10-28 18:04:58.498525+00:00|7896058599350||1700100|5102|0.0|DISQUETI DP CHOC BRANCO 60GR|pis_aliquota, cofins_aliquota|||19|19|0|0||17049010|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502709|2024-10-28 18:04:58.498525+00:00|78918894||0400100|5405|0.0|CIG KENT BLUE INNOVATIVE CHOICE(MACO)20UN|naturezareceita|||0|0|60|0|12.0|24022000|0.0|5|0|0|2|2024-10-28 19:20:05.131248+00:00|
502710|2024-10-28 18:04:58.498525+00:00|7891010031633||2005000|5102|0.0|ABSORVENTE S LIVRE ADAPT PLUS SUAVE C/ABAS 8UN|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||7|7|20|0||96190000|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502711|2024-10-28 18:04:58.498525+00:00|7896058507232||1703300|5102|0.0|AM PETTIZ TORRADO SALGADO S/PELE 150GR|pis_aliquota, cofins_aliquota|||19|19|0|0||20081100|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502712|2024-10-28 18:04:58.498525+00:00|7891150037595||2001700|5102|0.0|SHAMPOO SEDA CACHOS DEFINIDOS 325ML|naturezareceita|||21|21|0|0|10.0|33051000|0.0|4|0|0|2|2024-10-28 19:20:05.131248+00:00|
502713|2024-10-28 18:04:58.498525+00:00|7899932502361||0900500|5405|0.0|LAMPADA LED GALAXY LED 30W BIVOLT|pis_aliquota, cofins_aliquota|||0|0|60|0||85395200|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
502714|2024-10-28 18:04:58.498525+00:00|80177609||1700200|5102|0.0|KINDER CHOCOLATE 50G|pis_aliquota, cofins_aliquota|||19|19|0|0||18063110|0.0|1|0|0|2|2024-10-28 19:20:05.131248+00:00|
