code|barcode_df|description_df|ncm_df|cest_df|cfop_df|icms_cst_df|icms_aliquota_df|icms_aliquota_reduzida_df|protege_df|cbenef_df|piscofins_cst_df|pis_aliquota_df|cofins_aliquota_df|naturezareceita_df|sequencial_df|estado_origem_df|estado_destino_df|sequencial_items_df|barcode_items_df|description_items_df|ncm_items_df|cest_items_df|cfop_items_df|icms_cst_items_df|icms_aliquota_items_df|icms_aliquota_reduzida_items_df|protege_items_df|cbenef_items_df|piscofins_cst_items_df|pis_aliquota_items_df|cofins_aliquota_items_df|naturezareceita_id|status_item|estado_origem_items_df|estado_destino_items_df|sync_at|await_sync_at|sync_validate_at|naturezareceita_items_df
508693|7899653780956|ABRIDOR DE LATA INOX CARTELADO|82055100|0801000|5102|0|19|19|0||01|0.0|0.0||0|||0|7899653780956|ABRIDOR DE LATA INOX CARTELADO|82055100|0801000|5102|0|19|19|0||01|1.65|7.6||2|||2024-10-28 19:20:05.131248+00:00|2024-10-28 18:04:58.498525+00:00||0
